roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
2008,19,Adam,Still,Freshman,Defender,5'11,153,Colleyville,TX,Heritage,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2716,,
2009,19,Adam,Still,Sophomore,Defender,5'10,164,Colleyville,TX,Heritage,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2685,,
2010,19,Adam,Still,Junior,Defender,5'11,167,Colleyville,TX,Heritage,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2666,,
2011,19,Adam,Still,Senior,Defender,5'11,167,Colleyville,TX,Heritage,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2639,,
2006,17,Adam,Terreri,Freshman,Defender,6'1,180,Guilford,CT,Guilford,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2688,N,
2006,7,Adam,Welch,Freshman,Midfielder,6'0,155,Bethlehem,PA,,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=3160,Y,
2007,7,Adam,Welch,Sophomore,Midfielder,6'0,155,Bethlehem,PA,,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4210,Y,Second Team
2008,7,Adam,Welch,Junior,Defender,6'0,155,Bethlehem,PA,,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4877,Y,Second Team
2009,7,Adam,Welch,Senior,Defender,6'0,155,Bethlehem,PA,,Moravian Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5524,Y,First Team
2015,18,Adam,Wright,Freshman,Midfielder,6'2,180,San Diego,CA,Francis Parker School,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3023,Y,
2016,18,Adam,Wright,Sophomore,Midfielder,6'2,180,San Diego,CA,Francis Parker School,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=6715,N,
2017,18,Adam,Wright,Junior,Midfielder,6'2,180,San Diego,CA,Francis Parker School,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=9607,,
2018,18,Adam,Wright,Senior,Midfielder,6'2,185,San Diego,CA,Francis Parker School,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=12579,N,
2017,8,Adama,Kaba,Freshman,Forward,6'0,151,Norwood,MA,Saint Sebastian's School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=4829,Y,
2018,8,Adama,Kaba,Sophomore,Forward,6'0,151,Norwood,MA,Saint Sebastian's School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5167,Y,
2016,20,Addison,Luck,Freshman,Midfielder,6'1,175,Morgantown,WV,Morgantown,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2016-17/bios/schipper_kees_gk12,,
2017,20,Addison,Luck,Sophomore,Midfielder,6'1,175,Morgantown,WV,Morgantown,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2017-18/bios/schipper_kees_6r0g,,
2006,7,Addy,Strasdas,Redshirt,Midfielder,6'1,170,NULL,IL,,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5560,Y,First Team
2018,8,Ade,Akinjogbin,Freshman,Forward,5'8,150,London,England,,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5745,Y,
2018,8,Ade,Akinjogbin,Freshman,Forward,5'8,150,London,England,,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5745,Y,
2009,14,Ade,Akinsanya,Freshman,Forward,5'10,165,Sacramento,CA,John F. Kennedy,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3199,Y,
2010,14,Ade,Akinsanya,Sophomore,Forward,5'10,165,Sacramento,CA,John F. Kennedy,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3171,N,
2011,14,Ade,Akinsanya,Junior,Back,5'10,165,Sacramento,CA,John F. Kennedy,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3142,,
2018,8,Adedeji,(DJ) Palmer,Sophomore,Forward,5'10,175,Manahawkin,NJ,Peddie School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2018-19/bios/schipper_kees_3gr4,,
2009,22,Adem,Gokturk,Freshman,Defender,6'1,165,Annandale,VA,Annandale High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,N,
2010,5,Adem,Gokturk,Sophomore,Defender,6'1,165,Annandale,VA,Annandale High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,Y,
2011,5,Adem,Gokturk,Junior,Defender,6'1,170,Annandale,VA,Annandale High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,Y,First Team
2012,5,Adem,Gokturk,Senior,Defender,6'1,170,Annandale,VA,Annandale High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2012-13/bios/behm_peter,,
2007,15,Aden,Farina-Henry,Freshman,Forward,6'2,165,Eugene,OR,South Eugene,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2007-08/bios/afsahi_alex00.html,,
2008,15,Aden,Farina-Henry,Sophomore,Forward,6'2,165,Eugene,OR,South Eugene,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/mtt/afsahi_alex00.html,,Honorable Mention
2009,15,Aden,Farina-Henry,Junior,Forward,6'2,165,Eugene,OR,South Eugene,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2009-10/bios/armbrust_scott,N,
2011,24,Aden,Farina-Henry,Senior,Forward,6'2,165,Eugene,OR,South Eugene,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2011-12/bios/alers_nick_owd2,N,
2010,24,Adetomiwa,Adewole,Freshman,Defender,6'2,205,Ashton,MD,Sherwood,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2565,N,
2011,24,Adetomiwa,Adewole,Sophomore,Defender,6'2,205,Ashton,MD,Sherwood,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2540,N,
2012,24,Adetomiwa,Adewole,Junior,Defender,6'2,205,Ashton,MD,Sherwood,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2513,N,
2013,24,Adetomiwa,Adewole,Senior,Defender,6'2,205,Ashton,MD,Sherwood,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2487,N,
2015,11,Adnan,Bakalovic,Freshman,Forward,5'10,144,Utica,NY,Thomas R. Proctor,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=12047,N,
2016,11,Adnan,Bakalovic,Sophomore,Forward,5'10,144,Utica,NY,Thomas R. Proctor,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=12894,N,
2017,11,Adnan,Bakalovic,Junior,Forward,5'10,144,Utica,NY,Thomas R. Proctor,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=13854,N,
2018,11,Adnan,Bakalovic,Senior,Forward,5'10,144,Utica,NY,Thomas R. Proctor,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=15558,,
2013,7,Ado,Kawuba,Freshman,Defender,5'10,159,Watertown,MA,NEFC,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2824,N,
2014,7,Ado,Kawuba,Sophomore,Defender,5'10,159,Watertown,MA,NEFC,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2796,N,
2015,7,Ado,Kawuba,Junior,Defender,5'10,159,Watertown,MA,NEFC,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=122,N,
2016,7,Ado,Kawuba,Senior,Defender,5'10,159,Watertown,MA,,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=8667,N,
2011,6,Adoni,Levine,Senior,Midfielder,5'11,162,San Jose,CA,Leland,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6387,,
2012,27,Adrian,Alabi,Freshman,Forward,5'11,160,Snellville,GA,Brookwood High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6591,,
2013,27,Adrian,Alabi,Freshman,Goalkeeper,5'11,160,Snellville,GA,Brookwood High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6715,,
2014,24,Adrian,Alabi,Sophomore,Goalkeeper,5'11,160,Snellville,GA,Brookwood High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6890,,
2015,24,Adrian,Alabi,Junior,Forward,5'11,173,Snellville,GA,Brookwood High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=7006,N,
2016,17,Adrian,Alabi,Senior,Forward,5'11,173,Snellville,GA,Brookwood High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=7031,N,
2011,16,Adrian,McInnis,Freshman,Midfielder,5'10,155,Mandeville,LA,St. Paul's School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2011-12/bios/sanchez_dennis_1h5y,,
2012,16,Adrian,McInnis,Freshman,Midfielder,5'10,155,Mandeville,LA,St. Paul's School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2012-13/bios/ryan_doug_o9kc,N,
2013,16,Adrian,McInnis,Sophomore,Defender,5'10,155,Mandeville,LA,St. Paul's School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2013-14/bios/lissek_sven_sbal,Y,
2014,16,Adrian,McInnis,Junior,Defender,5'10,155,Mandeville,LA,St. Paul's School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2014-15/bios/allardice_brady_la5b,Y,Second Team
2015,16,Adrian,McInnis,Senior,Defender,5'10,155,Mandeville,LA,St. Paul's School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2015-16/bios/lissek_sven_z5cb,Y,First Team
2014,13,Adrian,Thompson,Freshman,Defender,5'8,162,Columbia,SC,Spring Valley,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=3852,,
2015,13,Adrian,Thompson,Freshman,Defender,5'8,175,Columbia,SC,Spring Valley,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4259,N,
2016,13,Adrian,Thompson,Sophomore,Defender,5'8,185,Columbia,SC,Spring Valley,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4644,N,
2017,13,Adrian,Thompson,Senior,Defender,5'8,185,Columbia,SC,Spring Valley,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5193,N,
2009,24,Adrian,Wright,Freshman,Forward,5'7,145,Rochester Hills,MI,Detroit Country Day School - Upper School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2009-10/bios/armbrust_scott,,
2010,23,Adrian,Wright,Sophomore,Forward,5'7,145,Rochester Hills,MI,Detroit Country Day School - Upper School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2010-11/bios/alers_nick_owd2,N,
2011,23,Adrian,Wright,Junior,Midfielder,5'7,145,Rochester Hills,MI,Detroit Country Day School - Upper School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2011-12/bios/alers_nick_owd2,,
2018,5,Aedan,Stanley,Freshman,Defender,5'11,175,Columbia,IL,Columbia High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211719252&DB_OEM_ID=4200&Q_SEASON=2018,Y,
2011,16,Agyeman,Botchway,Freshman,Midfielder,6'3,,Dacula,GA,Marist School,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2203,N,
2018,9,Ahria,Simons,Freshman,Defender,5'10,155,Pembroke,Bermuda,The Berkshire School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=16045,N,
2007,15,Aidan,Buick,Freshman,Midfielder,6'2,175,Cohasset,MA,Cohasset High School,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2982,,
2008,15,Aidan,Buick,Sophomore,Midfielder,6'2,175,Cohasset,MA,Cohasset High School,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2954,,
2009,15,Aidan,Buick,Junior,Midfielder,6'2,175,Cohasset,MA,Cohasset High School,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2929,,
2010,4,Aidan,Leonard,Freshman,Defender,6'0,175,Camarillo,CA,Oaks Christian School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3320,,
2011,4,Aidan,Leonard,Sophomore,Defender,6'0,175,Camarillo,CA,Oaks Christian School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3346,,
2015,12,Aidan,Passannante,Junior,Midfielder,6'1,175,Princeton,NJ,Princeton,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3193,N,
2015,20,Aidan,Peterson,Freshman,Midfielder,6'0,155,Waxhaw,NC,,Cuthbertson,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4296,,
2016,9,Aidan,Peterson,Sophomore,Midfielder,6'0,165,Waxhaw,NC,,Cuthbertson,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4811,,
2017,9,Aidan,Peterson,Junior,Forward,6'0,160,Waxhaw,NC,,Cuthbertson,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5672,N,
2018,8,Aidan,Peterson,Senior,Midfielder,6'0,160,Waxhaw,NC,,Cuthbertson,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6202,N,
2018,15,Aiden,McFadden,Sophomore,Midfielder,5'9,165,West Chester,PA,Henderson,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4746,Y,
2015,29,Aigbekan,Nosegbe,Freshman,Forward,6'2,175,Atlanta,GA,Frankfurt International School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2015-16/bios/lissek_sven_z5cb,N,
2016,29,Aigbekan,Nosegbe,Sophomore,Forward,6'2,175,Atlanta,GA,Frankfurt International School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6,N,
2017,29,Aigbekan,Nosegbe,Junior,Forward,6'2,175,Atlanta,GA,Frankfurt International School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2017-18/bios/fisher_max_v3ye,N,
2018,25,Aiman,Ginawi,Junior,Midfielder,5'11,165,South Burlington,VT,South Burlington,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5554,N,
2010,5,AJ,Corrado,Freshman,Midfielder,5'10,149,Zionsville,IN,,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2643,,
2010,18,AJ,Rana,Freshman,Defender,5'8,178,Alameda,CA,Alameda High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3551,,
2010,20,AJ,Stueck,Freshman,Midfielder,5'8,130,Brookfield,CT,Brookfield High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=686,N,
2011,20,AJ,Stueck,Freshman,Midfielder,5'8,130,Brookfield,CT,Brookfield High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1563,N,
2012,24,AJ,Swoboda,Sophomore,Defender,6'1,178,Reston,VA,Thomas Jefferson,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9699,,
2013,24,AJ,Swoboda,Junior,Defender,6'1,175,Reston,VA,Thomas Jefferson,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9745,,
2014,24,AJ,Swoboda,Senior,Defender,6'1,175,Reston,VA,Thomas Jefferson,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9778,N,
2017,25,AJ,Yerkes,Freshman,Forward,6'0,172,Columbus,GA,Columbus High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=10858&path=msoc,N,
2013,18,A.J.,Esparza,Freshman,Defender,5'11,150,Chandler,AZ,Perry High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3476,,
2014,18,A.J.,Esparza,Sophomore,Defender,5'11,150,Chandler,AZ,Perry High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3447,Y,
2015,18,A.J.,Esparza,Junior,Defender,,160,Chandler,AZ,Perry High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3408,,
2016,18,A.J.,Esparza,Senior,Defender,5'11,165,Chandler,AZ,Perry High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3370,Y,
2007,8,A.J.,Grant,Sophomore,Defender,6'0,210,Mitchellville,MD,DeMatha Catholic High School,,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=63,,
2008,8,A.J.,Grant,Junior,Defender,6'0,190,Mitchellville,MD,DeMatha Catholic High School,,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=500,,
2015,10,A.J.,Jeffries,Sophomore,Midfielder,6'1,178,Downers Grove,IL,Downers Grove North High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2510,,
2016,10,A.J.,Jeffries,Junior,Midfielder,6'1,178,Downers Grove,IL,Downers Grove North High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4254,N,
2018,2,Akean,Shackleford,Junior,Forward,6'0,180,Savannah La Mar,Westmoreland,Indian Hill Junior College,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=9465,Y,
2006,0,Akira,Fitzgerald,Freshman,Goalkeeper,5'11,170,Baltimore,MD,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2590,,
2007,0,Akira,Fitzgerald,Sophomore,Goalkeeper,,170,Baltimore,MD,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2562,,
2009,1,Akira,Fitzgerald,Junior,Goalkeeper,,170,Baltimore,MD,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2512,,
2010,1,Akira,Fitzgerald,Senior,Goalkeeper,5'11,175,Baltimore,MD,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2480,,Second Team
2017,22,Alameen,Salako,Freshman,Forward,5'6,150,Wilmette,IL,New Trier,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2017-18/bios/mcconnell_oscar_upp3,,
2018,26,Alameen,Salako,Sophomore,Forward,5'6,150,Wilmette,IL,New Trier,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2018-19/bios/mino_john_j69w,,
2010,27,Alan,Gore,Freshman,Forward,6'2,175,Little River,SC,North Myrtle Beach,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=2142,,
2011,3,Alan,Gore,Sophomore,Forward,6'2,175,Little River,SC,North Myrtle Beach,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=2565,N,
2012,3,Alan,Gore,Junior,Forward,6'2,175,Little River,SC,North Myrtle Beach,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=3115,N,
2013,3,Alan,Gore,Senior,Forward,6'2,175,Little River,SC,North Myrtle Beach,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=3423,N,
2006,14,Alan,Koger,Freshman,Forward,6'2,180,Spencer,VA,Magna Vista,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=4376&path=msoc,,
2007,14,Alan,Koger,Freshman,Forward,6'2,180,Spencer,VA,Magna Vista,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=5065&path=msoc,Y,Rookie Team
2008,14,Alan,Koger,Sophomore,Forward,6'2,180,Spencer,VA,Magna Vista,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=4718&path=msoc,N,
2009,14,Alan,Koger,Junior,Forward,6'2,180,Spencer,VA,Magna Vista,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=572&path=msoc,Y,Second Team
2010,5,Alan,Koger,Senior,Forward,6'2,180,Spencer,VA,Magna Vista,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=5411&path=msoc,Y,First Team
2018,25,Alan,Morales,Sophomore,Goalkeeper,6'0,180,Naples,FL,,Seacrest Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6207,,
2019,25,Alan,Morales,Sophomore,Goalkeeper,6'0,180,Naples,FL,,Seacrest Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6698,,
2012,17,Alan,Reiter,Sophomore,Midfielder,6'1,180,Westport,CT,,NC State,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2717,,
2013,8,Alan,Reiter,Junior,Midfielder,6'1,180,Westport,CT,,NC State,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3213,,
2014,8,Alan,Reiter,Senior,Midfielder,6'1,180,Westport,CT,,NC State,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3725,,First Team
2010,24,Alassane,Kane,Sophomore,Forward,6'3,185,Macon,GA,Stratford Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,Y,Second Team
2011,9,Alassane,Kane,Junior,Forward,6'3,185,Macon,GA,Stratford Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,Y,First Team
2012,9,Alassane,Kane,Senior,Forward,6'3,185,Macon,GA,Stratford Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2012-13/bios/behm_peter,Y,Second Team
2006,15,Albert,Silva,Redshirt,Midfielder,5'7,140,NULL,IL,,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5558,,
2018,6,Alberto,Catenacci,Freshman,Defender,6'1,185,Stockholm,Sweden,Hermods Distangymnasium,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=4796,N,
2012,17,Alberto,Gorini,Freshman,Forward,6'1,178,Incisa in Val d'Arno,Italy,Kimball Union,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=8573,N,
2013,17,Alberto,Gorini,Sophomore,Midfielder,6'1,178,Incisa in Val d'Arno,Italy,Kimball Union,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=9403,N,
2014,17,Alberto,Gorini,Junior,Midfielder,6'1,178,Incisa in Val d'Arno,Italy,Kimball Union,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=9875,N,
2015,17,Alberto,Gorini,Senior,Midfielder,6'1,180,Incisa in Val d'Arno,Italy,Kimball Union,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=10477,N,
2017,18,Aldo,Quevedo,Freshman,Forward,6'0,170,Dallas,TX,Lone Star High School (Frisco),,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2017-18/bios/schipper_kees_6r0g,N,
2018,18,Aldo,Quevedo,Sophomore,Forward,6'0,170,Dallas,TX,Lone Star High School (Frisco),,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2018-19/bios/schipper_kees_3gr4,Y,
