first_name,last_name,home_town,state_or_country,high_school,alternative_school,college,college_league,Public/Private/International,starter_count,accolade_count,latitude,longitude,roster_year,year,player_number,position,height,weight,bio_link
Brendan,O'Hearn,Cave Creek,AZ,Cactus Shadows High School,,Columbia University,IVY,PUBLIC,2,0,33.785465,-111.955952,"{2009,2010,2011,2012}","{Freshman,Sophomore,Junior,Senior}","{15,15,15,15}","{Defender,Defender,Defender,Defender}","{6'1,6'1,6'1,6'1}","{175,175,175,175}","{https://gocolumbialions.com/roster.aspx?rp_id=4178,https://gocolumbialions.com/roster.aspx?rp_id=5070,https://gocolumbialions.com/roster.aspx?rp_id=5678,https://gocolumbialions.com/roster.aspx?rp_id=6278}"
Brendan,Richardson,Victoria,Australia,Caulfield Grammar School,,Furman University,SOUTHERN,INTERNATIONAL,3,0,-37.8764432,145.0035616,"{2017,2015,2014,2016}","{Senior,Sophomore,Freshman,Junior}","{6,6,6,6}","{Defender,Defender,Defender,Defender}","{6'0,6'0,6'0,6'0}","{165,165,165,165}","{http://www.furmanpaladins.com/sports/m-soccer/2017-18/bios/fisher_max_v3ye,http://www.furmanpaladins.com/sports/m-soccer/2015-16/bios/lissek_sven_z5cb,http://www.furmanpaladins.com/sports/m-soccer/2014-15/bios/allardice_brady_la5b,http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6}"
Brendan,Weigley,Safety Harbor,FL,East Lake High School,,Furman University,SOUTHERN,PUBLIC,3,0,28.127227,-82.701326,"{2016,2018,2017}","{Freshman,Junior,Sophomore}","{27,4,27}","{Defender,Defender,Defender}","{5'11,5'11,5'11}","{160,160,160}","{http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6,http://www.furmanpaladins.com/sports/m-soccer/2018-19/bios/fisher_max_oo32,http://www.furmanpaladins.com/sports/m-soccer/2017-18/bios/fisher_max_v3ye}"
Brennan,Branca,Darien,CT,Darien High School,,Columbia University,IVY,PUBLIC,0,0,41.084651,-73.4903,"{2016,2014,2013,2015}","{Senior,Sophomore,Freshman,Junior}","{22,22,22,22}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'7,5'7,5'7,5'7}","{175,175,175,175}","{https://gocolumbialions.com/roster.aspx?rp_id=7964,https://gocolumbialions.com/roster.aspx?rp_id=7176,https://gocolumbialions.com/roster.aspx?rp_id=6778,https://gocolumbialions.com/roster.aspx?rp_id=7646}"
Brennan,Randel,Shreveport,LA,Captain Shreve High School,,Army West Point,PATRIOT,PUBLIC,3,0,32.448245,-93.712443,"{2010,2012,2009}","{Sophomore,Senior,Freshman}","{12,9,12}","{Forward,Forward,Forward}","{5'6,5'7,5'6}","{155,170,155}","{https://goarmywestpoint.com/roster.aspx?rp_id=2982&path=msoc,https://goarmywestpoint.com/roster.aspx?rp_id=2919&path=msoc,https://goarmywestpoint.com/roster.aspx?rp_id=3011&path=msoc}"
Brent,Hooper,Bel Air,MD,Archbishop Curley High School,,Villanova University,BIG EAST,PRIVATE,2,0,39.31275,-76.563071,"{2009,2010,2008}","{Junior,Senior,Sophomore}","{14,14,14}","{Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'9}","{160,160,160}","{https://villanova.com/roster.aspx?rp_id=2599,https://villanova.com/roster.aspx?rp_id=2576,https://villanova.com/roster.aspx?rp_id=2629}"
Brett,Campbell,Wallingford,PA,The Haverford School,,Georgetown University,BIG EAST,PRIVATE,4,0,40.0138,-75.305381,"{2014,2016,2015,2013}","{Sophomore,Senior,Junior,Freshman}","{16,10,16,16}","{Forward,Forward,Forward,Forward}","{6'1,6'1,6'1,6'1}","{170,170,170,170}","{http://georgetown.sidearmsports.com/roster.aspx?rp_id=4291,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4235,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4267,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4317}"
Brett,Goodman,Savannah,GA,Savannah Country Day School,,Wofford College,SOUTHERN,PRIVATE,1,0,31.96874,-81.140691,{2018},{Freshman},{26},{Forward},{6'0},{180},{https://woffordterriers.com/roster.aspx?rp_id=5738}
Brian,Finn,Basking Ridge,NJ,Delbarton School,,University of Notre Dame,ATLANTIC COAST,PRIVATE,0,0,40.78836,-74.531258,{2018},{Junior},{4},{Defender},{6'1},{174},{https://und.com/roster.aspx?rp_id=4735}
Brian,McGue,Dublin,OH,Dublin Jerome High School,,Davidson College,A-10,PUBLIC,0,0,40.13434,-83.177403,{2009},{Freshman},{25},{Midfielder},{6'2},{167},{https://davidsonwildcats.com/roster.aspx?rp_id=1037}
Brian,Rogers,Bronxville,NY,Bronxville High School,,Harvard University,IVY,PUBLIC,4,2,40.937651,-73.830864,"{2009,2010,2011,2012}","{Freshman,Sophomore,Junior,Senior}","{11,11,11,11}","{Forward,Forward,Forward,Forward}","{6'2,6'2,6'2,6'2}","{178,178,178,178}","{https://www.gocrimson.com/sports/msoc/2009-10/bios/rogers_brian,https://www.gocrimson.com/sports/msoc/2010-11/bios/rogers_brian,https://www.gocrimson.com/sports/msoc/2011-12/bios/rogers_brian,https://www.gocrimson.com/sports/msoc/2012-13/Bios/rogers_brian_lupe}"
Brice,Gumpel,La Canada,CA,Flintridge Preparatory School,,Brown University,IVY,PRIVATE,0,0,34.19864,-118.184041,{2010},{Junior},{2},{Midfielder},{5'11},{175},{https://brownbears.com/roster.aspx?rp_id=3317}
Bryan,Connolly,Brookville,OH,Brookville High School,,Army West Point,PATRIOT,PUBLIC,2,0,39.828125,-84.420495,"{2007,2009,2008}","{Sophomore,Senior,Junior}","{NULL,6,6}","{Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10}","{170,170,170}","{https://goarmywestpoint.com/roster.aspx?rp_id=3051&path=msoc,https://goarmywestpoint.com/roster.aspx?rp_id=2995&path=msoc,https://goarmywestpoint.com/roster.aspx?rp_id=3021&path=msoc}"
Bryan,Windsor,Boulder,CO,Fairview High School,,Princeton University,IVY,PUBLIC,4,0,39.972478,-105.245895,"{2013,2014,2016,2015}","{Freshman,Sophomore,Senior,Junior}","{17,17,17,17}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'8,5'8,5'8,5'8}","{135,135,150,135}","{https://goprincetontigers.com/roster.aspx?rp_id=9748,https://goprincetontigers.com/roster.aspx?rp_id=9780,https://goprincetontigers.com/roster.aspx?rp_id=10446,https://goprincetontigers.com/roster.aspx?rp_id=9828}"
Bryce,Ferguson,Mill Valley,CA,The Branson School,,Harvard University,IVY,PRIVATE,0,0,37.96605,-122.565041,{2015},{Freshman},{26},{Midfielder},{5'10},{160},{https://www.gocrimson.com/sports/msoc/2015-16/bios/ferguson_bryce_czaw}
Bryce,Terrill,Scottsdale,AZ,Desert Mountain High School,,Columbia University,IVY,PUBLIC,0,0,33.588809,-111.808928,"{2015,2014,2013,2012}","{Senior,Junior,Sophomore,Freshman}","{3,3,3,3}","{Defender,Defender,Defender,Defender}","{5'10,5'10,5'10,5'10}","{145,145,145,145}","{https://gocolumbialions.com/roster.aspx?rp_id=7680,https://gocolumbialions.com/roster.aspx?rp_id=7192,https://gocolumbialions.com/roster.aspx?rp_id=6809,https://gocolumbialions.com/roster.aspx?rp_id=6296}"
Caleb,McAuslan,Everett,WA,Archbishop Murphy High School,,Cornell University,IVY,PRIVATE,1,0,47.881052,-122.177593,"{2018,2017}","{Sophomore,Freshman}","{7,7}","{Midfielder,Midfielder}","{5'7,5'7}","{145,145}","{https://cornellbigred.com/roster.aspx?rp_id=48145&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=43879&path=msoccer}"
Cameron,Kirdzik,Flemington,NJ,The Pingry School,,Yale University,IVY,PRIVATE,3,1,40.620129,-74.567594,"{2014,2013,2015}","{Sophomore,Freshman,Junior}","{20,20,20}","{Forward,Forward,Forward}","{6'0,6'0,6'0}","{180,180,180}","{http://www.yalebulldogs.com/sports/m-soccer/2014-15/bios/albrecht_henry_pjjd,http://www.yalebulldogs.com/sports/m-soccer/2013-14/bios/albrecht_henry_x63h,http://www.yalebulldogs.com/sports/m-soccer/2015-16/bios/albrecht_henry_dzah}"
Carl,Johan Mix,Stockholm,Sweden,Viktor Rydberg Gymnasium,,Brown University,IVY,INTERNATIONAL,3,0,59.3434392,18.0646928,"{2017,2016,2015}","{Junior,Sophomore,Freshman}","{15,15,22}","{Defender,Defender,Midfielder}","{5'9,5'9,5'9}","{157,157,157}","{https://brownbears.com/roster.aspx?rp_id=3516,https://brownbears.com/roster.aspx?rp_id=3486,https://brownbears.com/roster.aspx?rp_id=3456}"
Carson,Hunt,Parkville,MD,Loyola Blakefield,,Villanova University,BIG EAST,PRIVATE,0,0,39.40276,-76.627201,"{2018,2017,2016}","{Junior,Sophomore,Freshman}","{0,0,0}","{Goalkeeper,Goalkeeper,Goalkeeper}","{6'2,6'2,6'2}","{180,180,180}","{https://villanova.com/roster.aspx?rp_id=7213,https://villanova.com/roster.aspx?rp_id=2401,https://villanova.com/roster.aspx?rp_id=2426}"
Carter,Richardson,Dublin,OH,Dublin Coffman High School,,Columbia University,IVY,PUBLIC,0,0,40.107343,-83.130496,"{2017,2016}","{Sophomore,Freshman}","{33,33}","{Goalkeeper,Goalkeeper}","{5'10,5'10}","{NULL,185}","{https://gocolumbialions.com/roster.aspx?rp_id=8251,https://gocolumbialions.com/roster.aspx?rp_id=7991}"
Carter,Richardson,Dublin,OH,Dublin Coffman High School,,Wake Forest University,ATLANTIC COAST,PUBLIC,0,0,40.107343,-83.130496,{2015},{Freshman},{31},{Goalkeeper},{5'11},{180},{https://godeacs.com/roster.aspx?rp_id=2364}
Cayne,Cardwell,Camas,WA,Camas High School,,Air Force Academy,WAC,PUBLIC,0,0,45.612345,-122.398635,{2016},{Freshman},{9999},{Midfielder},{5'11},{175},{https://goairforcefalcons.com/roster.aspx?rp_id=3380}
CC,Uche,Lawrenceville,GA,Collins Hill High School,,Duke University,ATLANTIC COAST,PUBLIC,2,0,34.016339,-84.020719,"{2016,2017}","{Freshman,Sophomore}","{5,5}","{Defender,Defender}","{6'1,6'1}","{175,175}","{http://www.goduke.com/ViewArticle.dbml?ATCLID=210961394&DB_OEM_ID=4200&Q_SEASON=2016,http://www.goduke.com/ViewArticle.dbml?ATCLID=210961394&DB_OEM_ID=4200&Q_SEASON=2017}"
Cesar,Ramos,Baltimore,MD,Archbishop Curley High School,,Loyola University Maryland,PATRIOT,PRIVATE,3,0,39.31275,-76.563071,"{2011,2009,2012,2010}","{Junior,Freshman,Senior,Sophomore}","{8,29,8,14}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'6,5'6,5'6,5'6}","{142,142,142,142}","{https://loyolagreyhounds.com/roster.aspx?rp_id=2287,https://loyolagreyhounds.com/roster.aspx?rp_id=2362,https://loyolagreyhounds.com/roster.aspx?rp_id=2261,https://loyolagreyhounds.com/roster.aspx?rp_id=2323}"
Chandler,Cree,Cary,NC,Cary Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,PRIVATE,1,0,35.81996,-78.768231,{2018},{Freshman},{30},{Goalkeeper},{6'2},{170},{https://nuhuskies.com/roster.aspx?rp_id=5382}
Chandler,Fraser-Pauls,Pennington,NJ,The Pennington School,,Lafayette College,PATRIOT,PRIVATE,0,0,40.327297,-74.79377,"{2011,2013,2012,2014}","{Freshman,Junior,Sophomore,Senior}","{12,23,23,23}","{Forward,Midfielder,Forward,Midfielder}","{5'11,5'11,5'11,5'11}","{165,175,165,175}","{https://www.goleopards.com/roster.aspx?rp_id=3302,https://www.goleopards.com/roster.aspx?rp_id=3257,https://www.goleopards.com/roster.aspx?rp_id=3285,https://www.goleopards.com/roster.aspx?rp_id=3228}"
Chandler,Waldis,Morristown,NJ,Delbarton School,,Loyola University Maryland,PATRIOT,PRIVATE,0,0,40.78836,-74.531258,{2014},{Sophomore},{26},{Back},{6'3},{175},{https://loyolagreyhounds.com/roster.aspx?rp_id=2225}
Charles,Touche,Albuquerque,NM,Albuquerque Academy,,Cornell University,IVY,PRIVATE,1,0,35.152135,-106.55172,"{2018,2017}","{Sophomore,Freshman}","{9,9}","{Forward,Forward}","{6'3,6'3}","{185,185}","{https://cornellbigred.com/roster.aspx?rp_id=48150&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=43881&path=msoccer}"
Charlie,Geddes,Atlanta,GA,Atlanta International School,,Wofford College,SOUTHERN,PRIVATE,3,0,33.83335,-84.379011,"{2014,2012,2011,2013}","{Senior,Sophomore,Freshman,Junior}","{32,32,16,32}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'9,5'9,5'9,5'9}","{160,160,160,160}","{https://woffordterriers.com/roster.aspx?rp_id=3832,https://woffordterriers.com/roster.aspx?rp_id=3114,https://woffordterriers.com/roster.aspx?rp_id=2585,https://woffordterriers.com/roster.aspx?rp_id=3422}"
Chey,Im,Tacoma,WA,Stadium,,Harvard University,IVY,PUBLIC,1,0,47.266371,-122.448315,{2007},{Sophomore},{6},{Midfielder},{5'10},{150},{https://www.gocrimson.com/sports/msoc/2007-08/bios/Im_Chey}
Chris,Carey,Scottsdale,AZ,Brophy College Preparatory,,Boston College,ATLANTIC COAST,PRIVATE,0,0,33.50469,-112.071421,"{2006,2009,2008,2007}","{Freshman,Senior,Junior,Sophomore}","{19,19,19,19}","{Back,Back,Back,Back}","{6'0,6'0,6'0,6'0}","{175,175,175,175}","{https://bceagles.com/roster.aspx?rp_id=3012,https://bceagles.com/roster.aspx?rp_id=2933,https://bceagles.com/roster.aspx?rp_id=2958,https://bceagles.com/roster.aspx?rp_id=2986}"
Chris,Dennen,Bronxville,NY,Bronxville High School,,Yale University,IVY,PUBLIC,3,0,40.937651,-73.830864,"{2008,2009,2010,2011}","{Freshman,Sophomore,Junior,Senior}","{26,13,11,4}","{Forward,Forward,Defender,Midfielder}","{6'1,6'1,6'1,6'1}","{170,170,170,170}","{http://www.yalebulldogs.com/sports/m-soccer/mtt/afsahi_alex00.html,http://www.yalebulldogs.com/sports/m-soccer/2009-10/bios/armbrust_scott,http://www.yalebulldogs.com/sports/m-soccer/2010-11/bios/alers_nick_owd2,http://www.yalebulldogs.com/sports/m-soccer/2011-12/bios/alers_nick_owd2}"
Chris,DePetro,Carlsbad,CA,Canyon Crest Academy,,Colgate University,PATRIOT,PUBLIC,2,0,32.958164,-117.189355,"{2018,2017}","{Sophomore,Freshman}","{3,21}","{Midfielder,Midfielder}","{5'6,5'6}","{135,130}","{https://gocolgateraiders.com/roster.aspx?rp_id=9172,https://gocolgateraiders.com/roster.aspx?rp_id=8670}"
Chris,Duvall,Duluth,GA,Wesleyan School,,Wake Forest University,ATLANTIC COAST,PRIVATE,0,0,33.97157,-84.216831,"{2010,2013,2011,2012}","{Freshman,Senior,Sophomore,Junior}","{18,18,18,18}","{Midfielder,Defender,Midfielder,Defender}","{5'10,5'10,5'10,5'10}","{148,150,148,150}","{https://godeacs.com/roster.aspx?rp_id=2490,https://godeacs.com/roster.aspx?rp_id=2409,https://godeacs.com/roster.aspx?rp_id=2465,https://godeacs.com/roster.aspx?rp_id=2440}"
Chris,Espinoza,Honolulu,HI,Punahou School,,Boston University,PATRIOT,PRIVATE,1,0,21.302476,-157.829865,{2018},{Freshman},{21},{Back},{5'10},{160},{https://goterriers.com/roster.aspx?rp_id=12598}
Chris,Holman,Brighton,England,Ardingly College,,Boston University,PATRIOT,INTERNATIONAL,1,0,51.0406859,-0.0900125,{2017},{NULL},{17},{NULL},{5'9},{165},{https://goterriers.com/roster.aspx?rp_id=12764}
Chris,Spaid,Alpharetta,GA,Chattahoochee High School,,Air Force Academy,WAC,PUBLIC,0,0,34.049117,-84.208218,{2018},{NULL},{NULL},{NULL},{6'2},{185},{https://goairforcefalcons.com/roster.aspx?rp_id=7680}
Christian,Barreiro,Baltimore,MD,Calvert Hall College High School,,University of Pennsylvania,IVY,PRIVATE,2,2,39.39157,-76.581171,"{2010,2008,2009,2011}","{Junior,Freshman,Sophomore,Senior}","{10,8,7,10}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'7,5'7,5'7,5'7}","{NULL,NULL,NULL,NULL}","{https://pennathletics.com/roster.aspx?rp_id=8679,https://pennathletics.com/roster.aspx?rp_id=7244,https://pennathletics.com/roster.aspx?rp_id=7222,https://pennathletics.com/roster.aspx?rp_id=2213}"
Christian,Boorom,Fort Lauderdale,FL,IMG Academy,,SMU,AMERICAN ATHLETIC,PRIVATE,4,1,27.441149,-82.60818,"{2018,2016,2015,2017}","{Senior,Sophomore,Freshman,Junior}","{11,11,28,11}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'11,5'11,5'11,5'11}","{180,170,170,170}","{https://smumustangs.com/roster.aspx?rp_id=9439,https://smumustangs.com/roster.aspx?rp_id=4246,https://smumustangs.com/roster.aspx?rp_id=2527,https://smumustangs.com/roster.aspx?rp_id=4794}"
Christian,Quinttus,Pleasantville,NY,Fordham Preparatory School,,Colgate University,PATRIOT,PRIVATE,2,0,40.864296,-73.88591,"{2011,2012,2013,2010}","{Sophomore,Junior,Senior,Freshman}","{0,0,0,0}","{Goalkeeper,Goalkeeper,Goalkeeper,Goalkeeper}","{6'2,6'2,6'2,6'2}","{185,185,185,185}","{https://gocolgateraiders.com/roster.aspx?rp_id=3809,https://gocolgateraiders.com/roster.aspx?rp_id=4763,https://gocolgateraiders.com/roster.aspx?rp_id=5487,https://gocolgateraiders.com/roster.aspx?rp_id=3274}"
Christian,Womeldorph,Sarasota,FL,IMG Academy,,Wofford College,SOUTHERN,PRIVATE,3,0,27.441149,-82.60818,"{2016,2018,2017}","{Freshman,Junior,Sophomore}","{16,34,34}","{Defender,Defender,Defender}","{5'11,5'11,5'11}","{180,185,185}","{https://woffordterriers.com/roster.aspx?rp_id=4685,https://woffordterriers.com/roster.aspx?rp_id=5637,https://woffordterriers.com/roster.aspx?rp_id=5197}"
Chuka,Anyafo,Pineville,NC,Charlotte Latin School,,Lafayette College,PATRIOT,PRIVATE,1,0,35.079179,-80.773937,"{2014,2013}","{Sophomore,Freshman}","{7,7}","{Forward,Forward}","{5'10,5'10}","{187,178}","{https://www.goleopards.com/roster.aspx?rp_id=3213,https://www.goleopards.com/roster.aspx?rp_id=3241}"
C.J.,Uche,Hamilton,NJ,Princeton Day School,,Bucknell University,PATRIOT,PRIVATE,1,0,40.367523,-74.693133,{2018},{Freshman},{6},{Midfielder},{5'10},{160},{https://bucknellbison.com/roster.aspx?rp_id=4505}
Clancy,Purcell,Shelton,CT,The Taft School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,PRIVATE,0,0,41.603822,-73.124506,{2007},{Freshman},{18},{Midfielder},{5'6},{155},{https://nuhuskies.com/roster.aspx?rp_id=5508}
Clark,Mortell,Stuart,FL,The Pine School,,Furman University,SOUTHERN,PRIVATE,1,0,27.050951,-80.128714,"{2018,2017}","{Freshman,Freshman}","{21,21}","{Defender,Defender}","{5'9,5'9}","{165,165}","{http://www.furmanpaladins.com/sports/m-soccer/2018-19/bios/fisher_max_oo32,http://www.furmanpaladins.com/sports/m-soccer/2017-18/bios/fisher_max_v3ye}"
Cole,Missimo,Dallas,TX,Prestonwood Christian Academy,,Northwestern University,BIG TEN,PRIVATE,4,0,33.02883,-96.846964,"{2012,2013,2014,2015}","{Freshman,Sophomore,Junior,Senior}","{15,15,15,15}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'1,6'1,6'1,6'1}","{160,160,160,170}","{https://nusports.com/roster.aspx?rp_id=2522&path=msoc,https://nusports.com/roster.aspx?rp_id=2496&path=msoc,https://nusports.com/roster.aspx?rp_id=2469&path=msoc,https://nusports.com/roster.aspx?rp_id=4382&path=msoc}"
Colin,Skelly,Wrightstown,PA,Germantown Academy,,Dartmouth College,IVY,PRIVATE,4,2,40.13649,-75.214731,"{2013,2011,2010,2012}","{Senior,Sophomore,Freshman,Junior}","{22,22,22,22}","{Defender,Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10,5'10}","{170,170,170,170}","{https://dartmouthsports.com/roster.aspx?rp_id=9428,https://dartmouthsports.com/roster.aspx?rp_id=7928,https://dartmouthsports.com/roster.aspx?rp_id=7194,https://dartmouthsports.com/roster.aspx?rp_id=8600}"
Collin,Armstrong,Vestavia,AL,Vestavia Hills High School,,Naval Academy,PATRIOT,PUBLIC,1,0,33.419277,-86.780231,{2018},{Freshman},{16},{Forward},{6'0},{164},{https://navysports.com/roster.aspx?rp_id=14528}
Connor,Davis,Roswell,GA,Centennial High School,,Wofford College,SOUTHERN,PUBLIC,4,3,34.007068,-84.290745,"{2012,2014,2015,2013}","{Freshman,Junior,Senior,Sophomore}","{2,2,2,2}","{Defender,Defender,Defender,Defender}","{6'1,6'1,6'1,6'1}","{175,175,180,175}","{https://woffordterriers.com/roster.aspx?rp_id=3135,https://woffordterriers.com/roster.aspx?rp_id=3828,https://woffordterriers.com/roster.aspx?rp_id=4247,https://woffordterriers.com/roster.aspx?rp_id=3416}"
Connor,Esposito,Morristown,NJ,Delbarton School,,Villanova University,BIG EAST,PRIVATE,3,0,40.78836,-74.531258,"{2009,2008,2007,2006}","{Senior,Junior,Sophomore,Freshman}","{19,19,26,26}","{Defender,Defender,Midfielder,Midfielder}","{5'9,5'9,5'9,5'9}","{155,155,155,155}","{https://villanova.com/roster.aspx?rp_id=2593,https://villanova.com/roster.aspx?rp_id=2620,https://villanova.com/roster.aspx?rp_id=2649,https://villanova.com/roster.aspx?rp_id=2674}"
Connor,Gregory,Swarthmore,PA,The Haverford School,,Brown University,IVY,PRIVATE,2,0,40.0138,-75.305381,"{2017,2016}","{Sophomore,Freshman}","{22,22}","{Midfielder,Midfielder}","{6'0,6'0}","{169,169}","{https://brownbears.com/roster.aspx?rp_id=3505,https://brownbears.com/roster.aspx?rp_id=3479}"
Connor,Holloway,Deerfield,IL,Deerfield High School,,Northwestern University,BIG TEN,PUBLIC,3,0,42.18677,-87.852689,"{2012,2011,2010,2014,2013}","{Junior,Sophomore,Freshman,Senior,Senior}","{13,13,13,13,13}","{Midfielder,Midfielder,Midfielder,Midfielder,Midfielder}","{6'1,6'1,6'1,6'2,6'2}","{165,165,165,180,180}","{https://nusports.com/roster.aspx?rp_id=2520&path=msoc,https://nusports.com/roster.aspx?rp_id=2543&path=msoc,https://nusports.com/roster.aspx?rp_id=2567&path=msoc,https://nusports.com/roster.aspx?rp_id=2467&path=msoc,https://nusports.com/roster.aspx?rp_id=2494&path=msoc}"
Connor,McCabe,Scottsdale,AZ,Brophy College Preparatory,,Northwestern University,BIG TEN,PRIVATE,1,0,33.50469,-112.071421,{2018},{Freshman},{13},{Midfielder},{5'10},{160},{https://nusports.com/roster.aspx?rp_id=8121&path=msoc}
Conor,Goepel,Chatham,NJ,Chatham High School,,Cornell University,IVY,PUBLIC,1,1,40.731393,-74.401153,"{2013,2011,2014,2012}","{Junior,Freshman,Senior,Sophomore}","{38,24,38,38}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10,5'10}","{171,171,171,171}","{https://cornellbigred.com/roster.aspx?rp_id=33731&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=23567&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=39817&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=30040&path=msoccer}"
Conor,Robinson,Weldon Spring,MO,Christian Brothers College High School,,Naval Academy,PATRIOT,PRIVATE,0,0,38.639519,-90.459548,{2015},{Freshman},{31},{Goalkeeper},{6'2},{180},{https://navysports.com/roster.aspx?rp_id=5337}
