id,Roster_Year,First_Name,Last_Name,Accolade,College
1669,2012,Will,Bates,First Team,VA NOT APPLICABLE
1670,2012,Jared,Watts,First Team,Wake Forest University
1671,2012,Austin,Savage,Second Team,CU NOT APPLICABLE
1672,2012,Sean,Davis,Second Team,Duke University
1673,2012,Mikey,Ambrose,Second Team,MD NOT APPLICABLE
1674,2012,Taylor,Kemp,Second Team,MD NOT APPLICABLE
1675,2012,Schillo,Tshuma,Second Team,MD NOT APPLICABLE
1676,2012,London,Woodberry,Second Team,MD NOT APPLICABLE
1677,2012,Andy,Craven,Second Team,NC NOT APPLICABLE
1678,2012,Danny,Garcia,Second Team,NC NOT APPLICABLE
1679,2012,Scott,Goodwin,Second Team,NC NOT APPLICABLE
1680,2012,Sean,Okoli,Second Team,Wake Forest University
1681,2012,Luca,Gimenez,Second Team,Wake Forest University
1682,2012,Derrick,Boateng,All-Freshman Team,Boston College
1683,2012,Zach,Mathers,All-Freshman Team,Duke University
1684,2012,Mikey,Ambrose,All-Freshman Team,MD NOT APPLICABLE
1685,2012,Schillo,Tshuma,All-Freshman Team,MD NOT APPLICABLE
1686,2012,Jonathan,Campbell,All-Freshman Team,NC NOT APPLICABLE
1687,2012,Danny,Garcia,All-Freshman Team,NC NOT APPLICABLE
1688,2012,Marcus,Salandy-Defour,All-Freshman Team,VA NOT APPLICABLE
1689,2012,Todd,Wharton,All-Freshman Team,VA NOT APPLICABLE
1690,2012,Darius,Madison,All-Freshman Team,VA NOT APPLICABLE
1691,2012,Michael,Gamble,All-Freshman Team,Wake Forest University
1692,2012,Collin,Martin,All-Freshman Team,Wake Forest University
1693,2012,Jalen,Robinson,All-Freshman Team,Wake Forest University
1694,2013,Thomas,McNamara,First Team,CU NOT APPLICABLE
1695,2013,Sebastien,Ibeagha,First Team,Duke University
1696,2013,Dan,Metzger,First Team,MD NOT APPLICABLE
1697,2013,Patrick,Mullins,First Team,MD NOT APPLICABLE
1698,2013,Boyd,Okwuonu,First Team,NC NOT APPLICABLE
1699,2013,Nick,Besler,First Team,University of Notre Dame
1700,2013,Harrison,Shipp,First Team,University of Notre Dame
1701,2013,Kyle,Renfro,First Team,VT NOT APPLICABLE
1702,2013,Luca,Gimenez,First Team,Wake Forest University
1703,2013,Sean,Okoli,First Team,Wake Forest University
1704,2013,Jared,Watts,First Team,Wake Forest University
1705,2013,Zeiko,Lewis,Second Team,Boston College
1706,2013,Sean,Davis,Second Team,Duke University
1707,2013,Schillo,Tshuma,Second Team,MD NOT APPLICABLE
1708,2013,Jonathan,Campbell,Second Team,NC NOT APPLICABLE
1709,2013,Brendan,Moore,Second Team,NC NOT APPLICABLE
1710,2013,Nazmi,Albadawi,Second Team,ST NOT APPLICABLE
1711,2013,Patrick,Hodan,Second Team,University of Notre Dame
1712,2013,Emil,Ekblom,Second Team,Syracuse University
1713,2013,Eric,Bird,Second Team,VA NOT APPLICABLE
1714,2013,Darius,Madison,Second Team,VA NOT APPLICABLE
1715,2013,Jalen,Robinson,Second Team,Wake Forest University
1716,2013,Kyle,Fisher,Third Team,CU NOT APPLICABLE
1717,2013,Jack,Metcalf,Third Team,CU NOT APPLICABLE
1718,2013,Brody,Huitema,Third Team,Duke University
1719,2013,Zach,Mathers,Third Team,Duke University
1720,2013,Mikey,Ambrose,Third Team,MD NOT APPLICABLE
1721,2013,Alex,Martinez,Third Team,ST NOT APPLICABLE
1722,2013,Jordan,McCrary,Third Team,NC NOT APPLICABLE
1723,2013,Vince,Cicciarelli,Third Team,University of Notre Dame
1724,2013,Luke,Mishu,Third Team,University of Notre Dame
1725,2013,Grant,Van De Casteele,Third Team,University of Notre Dame
1726,2013,Alex,Bono,Third Team,Syracuse University
1727,2013,Jordan,Allen,Third Team,VA NOT APPLICABLE
1728,2013,Zeiko,Lewis,All-Freshman Team,Boston College
1729,2013,Brody,Huitema,All-Freshman Team,Duke University
1730,2013,Michael,Sauers,All-Freshman Team,MD NOT APPLICABLE
1731,2013,Zack,Steffen,All-Freshman Team,MD NOT APPLICABLE
1732,2013,Omar,Holness,All-Freshman Team,NC NOT APPLICABLE
1733,2013,Travis,Wannemuehler,All-Freshman Team,ST NOT APPLICABLE
1734,2013,Emil,Ekblom,All-Freshman Team,Syracuse University
1735,2013,Alex,Halis,All-Freshman Team,Syracuse University
1736,2013,Jordan,Allen,All-Freshman Team,VA NOT APPLICABLE
1737,2013,Ian,Harkes,All-Freshman Team,Wake Forest University
1738,2013,Jacori,Hayes,All-Freshman Team,Wake Forest University
1739,2014,Sean,Davis,First Team,Duke University
1740,2014,Ben,Strong,First Team,UL NOT APPLICABLE
1741,2014,Andy,Craven,First Team,NC NOT APPLICABLE
1742,2014,Omar,Holness,First Team,NC NOT APPLICABLE
1743,2014,Boyd,Okwuonu,First Team,NC NOT APPLICABLE
1744,2014,Nick,Besler,First Team,University of Notre Dame
1745,2014,Patrick,Hodan,First Team,University of Notre Dame
1746,2014,Alex,Bono,First Team,Syracuse University
1747,2014,Emil,Ekblom,First Team,Syracuse University
1748,2014,Eric,Bird,First Team,VA NOT APPLICABLE
1749,2014,Michael,Gamle,First Team,Wake Forest University
1750,2014,Zeiko,Lewis,Second Team,Boston College
1751,2014,Paul,Clowes,Second Team,CU NOT APPLICABLE
1752,2014,Kyle,Fisher,Second Team,CU NOT APPLICABLE
1753,2014,Phanuel,Kavita,Second Team,CU NOT APPLICABLE
1754,2014,Tim,Kubel,Second Team,UL NOT APPLICABLE
1755,2014,Brendan,Moore,Second Team,NC NOT APPLICABLE
1756,2014,Luke,Mishu,Second Team,University of Notre Dame
1757,2014,Julian,Buescher,Second Team,Syracuse University
1758,2014,Skylar,Thomas,Second Team,Syracuse University
1759,2014,Ricardo,John,Second Team,VT NOT APPLICABLE
1760,2014,Ian,Harkes,Second Team,Wake Forest University
1761,2014,Manolo,Sanchez,Third Team,CU NOT APPLICABLE
1762,2014,Andrew,Tarbell,Third Team,CU NOT APPLICABLE
1763,2014,Brody,Huitema,Third Team,Duke University
1764,2014,Zach,Mathers,Third Team,Duke University
1765,2014,Ricardo,Velazco,Third Team,UL NOT APPLICABLE
1766,2014,Jonathan,Campbell,Third Team,NC NOT APPLICABLE
1767,2014,Raby,George,Third Team,NC NOT APPLICABLE
1768,2014,Rob,Lovejoy,Third Team,NC NOT APPLICABLE
1769,2014,Holden,Fender,Third Team,ST NOT APPLICABLE
1770,2014,Andrew,O'Malley,Third Team,University of Notre Dame
1771,2014,Patrick,Wall,Third Team,University of Notre Dame
1772,2014,Todd,Wharton,Third Team,VA NOT APPLICABLE
1773,2014,Markus,Fjortoft,All-Freshman Team,Duke University
1774,2014,Cameron,Moseley,All-Freshman Team,Duke University
1775,2014,Tim,Kubel,All-Freshman Team,UL NOT APPLICABLE
1776,2014,Alan,Winin,All-Freshman Team,NC NOT APPLICABLE
1777,2014,Zach,Knudson,All-Freshman Team,ST NOT APPLICABLE
1778,2014,Jeffrey,Farina,All-Freshman Team,University of Notre Dame
1779,2014,Jon,Gallagher,All-Freshman Team,University of Notre Dame
1780,2014,Julian,Buescher,All-Freshman Team,Syracuse University
1781,2014,Jake,Rozhansky,All-Freshman Team,VA NOT APPLICABLE
1782,2014,Ricardo,John,All-Freshman Team,VT NOT APPLICABLE
1783,2014,Kris,Reaves,All-Freshman Team,Wake Forest University
1784,2015,T.J.,Casner,First Team,CU NOT APPLICABLE
1785,2015,Paul,Clowes,First Team,CU NOT APPLICABLE
1786,2015,Kyle,Fisher,First Team,CU NOT APPLICABLE
1787,2015,Andrew,Tarbell,First Team,CU NOT APPLICABLE
1788,2015,Zach,Mathers,First Team,Duke University
1789,2015,Tim,Kubel,First Team,UL NOT APPLICABLE
1790,2015,Jonathan,Campbell,First Team,NC NOT APPLICABLE
1791,2015,Julian,Buescher,First Team,Syracuse University
1792,2015,Ian,Harkes,First Team,Wake Forest University
1793,2015,Jack,Harrison,First Team,Wake Forest University
1794,2015,Jacori,Hayes,First Team,Wake Forest University
1795,2015,Zeiko,Lewis,Second Team,Boston College
1796,2015,Raby,George,Second Team,NC NOT APPLICABLE
1797,2015,Omar,Holness,Second Team,NC NOT APPLICABLE
1798,2015,Alan,Winn,Second Team,NC NOT APPLICABLE
1799,2015,Zach,Knudson,Second Team,ST NOT APPLICABLE
1800,2015,Patrick,Hodan,Second Team,University of Notre Dame
1801,2015,Max,Lachowecki,Second Team,University of Notre Dame
1802,2015,Jake,Rozhansky,Second Team,VA NOT APPLICABLE
1803,2015,Todd,Wharton,Second Team,VA NOT APPLICABLE
1804,2015,Alec,Ferrell,Second Team,Wake Forest University
1805,2015,Michael,Gamble,Second Team,Wake Forest University
1806,2015,Len,Zeugner,Third Team,Boston College
1807,2015,Iman,Mafi,Third Team,CU NOT APPLICABLE
1808,2015,Oliver,Shannon,Third Team,CU NOT APPLICABLE
1809,2015,Jeremy,Ebobisse,Third Team,Duke University
1810,2015,Daniel,Johnson,Third Team,UL NOT APPLICABLE
1811,2015,Tucker,Hume,Third Team,NC NOT APPLICABLE
1812,2015,Jon,Gallagher,Third Team,University of Notre Dame
1813,2015,Oyvind,Alseth,Third Team,Syracuse University
1814,2015,Jeff,Cladwell,Third Team,VA NOT APPLICABLE
1815,2015,Edward,Opoku,Third Team,VA NOT APPLICABLE
1816,2015,Jon,Bakero,Third Team,Wake Forest University
1817,2015,Simon,Enstrom,All-Freshman Team,Boston College
1818,2015,Patrick,Bunk-Anderson,All-Freshman Team,CU NOT APPLICABLE
1819,2015,Tate,Schmitt,All-Freshman Team,UL NOT APPLICABLE
1820,2015,Alex,Comsia,All-Freshman Team,NC NOT APPLICABLE
1821,2015,Julius,Duchsherer,All-Freshman Team,ST NOT APPLICABLE
1822,2015,Kamal,Miller,All-Freshman Team,Syracuse University
1823,2015,Miles,Robinson,All-Freshman Team,Syracuse University
1824,2015,Derrick,Etienne,All-Freshman Team,VA NOT APPLICABLE
1825,2015,Edward,Opoku,All-Freshman Team,VA NOT APPLICABLE
1826,2015,Brad,Dunwell,All-Freshman Team,Wake Forest University
1827,2015,Jack,Harrison,All-Freshman Team,Wake Forest University
1828,2016,Zeiko,Lewis,First Team,Boston College
1829,2016,Tim,Kubel,First Team,UL NOT APPLICABLE
1830,2016,Mohamed,Thiaw,First Team,UL NOT APPLICABLE
1831,2016,Cam,Lindley,First Team,NC NOT APPLICABLE
1832,2016,Brandon,Aubrey,First Team,University of Notre Dame
1833,2016,Jon,Gallagher,First Team,University of Notre Dame
1834,2016,Chris,Nanco,First Team,Syracuse University
1835,2016,Miles,Robinson,First Team,Syracuse University
1836,2016,Alec,Ferrell,First Team,Wake Forest University
1837,2016,Ian,Harkes,First Team,Wake Forest University
1838,2016,Jacori,Hayes,First Team,Wake Forest University
1839,2016,Diego,Campos,Second Team,CU NOT APPLICABLE
1840,2016,Oliver,Shannon,Second Team,CU NOT APPLICABLE
1841,2016,Brian,White,Second Team,Duke University
1842,2016,Colton,Storm,Second Team,NC NOT APPLICABLE
1843,2016,Alan,Winn,Second Team,NC NOT APPLICABLE
1844,2016,Zach,Wright,Second Team,NC NOT APPLICABLE
1845,2016,Julius,Duchscherer,Second Team,ST NOT APPLICABLE
1846,2016,Pablo,Aguilar,Second Team,VA NOT APPLICABLE
1847,2016,Jeff,Caldwell,Second Team,VA NOT APPLICABLE
1848,2016,Edward,Opoku,Second Team,VA NOT APPLICABLE
1849,2016,Marcelo,Acuna,Second Team,VT NOT APPLICABLE
1850,2016,Patrick,Bunk-Andersen,Third Team,CU NOT APPLICABLE
1851,2016,Geoffrey,Dee,Third Team,UL NOT APPLICABLE
1852,2016,Daniel,Johnson,Third Team,UL NOT APPLICABLE
1853,2016,Walker,Hume,Third Team,NC NOT APPLICABLE
1854,2016,James,Pyle,Third Team,NC NOT APPLICABLE
1855,2016,Evan,Panken,Third Team,University of Notre Dame
1856,2016,Mo,Adams,Third Team,Syracuse University
1857,2016,Jean-Christophe,Koffi,Third Team,VA NOT APPLICABLE
1858,2016,Sergi,Nus,Third Team,VA NOT APPLICABLE
1859,2016,Brad,Dunwell,Third Team,Wake Forest University
1860,2016,Kevin,Politz,Third Team,Wake Forest University
1861,2016,Lasse,Lehmann,All-Freshmen Team,Boston College
1862,2016,Malick,Mbaye,All-Freshmen Team,CU NOT APPLICABLE
1863,2016,Tanner,Dieterich,All-Freshmen Team,CU NOT APPLICABLE
1864,2016,Suniel,Veerakone,All-Freshmen Team,Duke University
1865,2016,Max,Moser,All-Freshmen Team,Duke University
1866,2016,Cam,Lindley,All-Freshmen Team,NC NOT APPLICABLE
1867,2016,Mauricio,Pineda,All-Freshmen Team,NC NOT APPLICABLE
1868,2016,Tommy,McCabe,All-Freshmen Team,University of Notre Dame
1869,2016,Mo,Adams,All-Freshmen Team,Syracuse University
1870,2016,Robin,Afamefuna,All-Freshmen Team,VA NOT APPLICABLE
1871,2016,Terrell,Lowe,All-Freshmen Team,VA NOT APPLICABLE
1872,2016,Ema,Twumasi,All-Freshmen Team,Wake Forest University
1873,2017,Diego,Campos,First Team,CU NOT APPLICABLE
1874,2017,Oliver,Shannon,First Team,CU NOT APPLICABLE
1875,2017,Tim,Kubel,First Team,UL NOT APPLICABLE
1876,2017,Cam,Lindley,First Team,NC NOT APPLICABLE
1877,2017,Alan,Winn,First Team,NC NOT APPLICABLE
1878,2017,Jon,Gallagher,First Team,University of Notre Dame
1879,2017,Jean-Christophe,Koffi,First Team,VA NOT APPLICABLE
1880,2017,Marcelo,Acuna,First Team,VT NOT APPLICABLE
1881,2017,Ben,Lundgaard,First Team,VT NOT APPLICABLE
1882,2017,Jon,Bakero,First Team,Wake Forest University
1883,2017,Ema,Twumasi,First Team,Wake Forest University
1884,2017,Brian,White,Second Team,Duke University
1885,2017,Tate,Schmitt,Second Team,UL NOT APPLICABLE
1886,2017,Mohamed,Thiaw,Second Team,UL NOT APPLICABLE
1887,2017,Manny,Perez,Second Team,ST NOT APPLICABLE
1888,2017,Zach,Wright,Second Team,NC NOT APPLICABLE
1889,2017,Javi,Prez,Second Team,UP NOT APPLICABLE
1890,2017,Mo,Adams,Second Team,Syracuse University
1891,2017,Pablo,Aguilar,Second Team,VA NOT APPLICABLE
1892,2017,Jeff,Caldwell,Second Team,VA NOT APPLICABLE
1893,2017,Edward,Opoku,Second Team,VA NOT APPLICABLE
1894,2017,Kevin,Politz,Second Team,Wake Forest University
1895,2017,Markus,Fjortoft,Third Team,Duke University
1896,2017,Carter,Manley,Third Team,Duke University
1897,2017,Will,Pulisic,Third Team,Duke University
1898,2017,Alex,Comsia,Third Team,NC NOT APPLICABLE
1899,2017,Maurico,Pineda,Third Team,NC NOT APPLICABLE
1900,2017,Jeffrey,Farina,Third Team,University of Notre Dame
1901,2017,Pol,Planellas,Third Team,UP NOT APPLICABLE
1902,2017,Tajon,Buchanan,Third Team,Syracuse University
1903,2017,Sergi,Nus,Third Team,VA NOT APPLICABLE
1904,2017,Luis,Argudo,Third Team,Wake Forest University
1905,2017,Brad,Dunwell,Third Team,Wake Forest University
1906,2017,Robbie,Robinson,All-Freshmen Team,CU NOT APPLICABLE
1907,2017,Will,Pulisic,All-Freshmen Team,Duke University
1908,2017,David,Loera,All-Freshmen Team,ST NOT APPLICABLE
1909,2017,Manny,Perez,All-Freshmen Team,ST NOT APPLICABLE
1910,2017,John,Nelson,All-Freshmen Team,NC NOT APPLICABLE
1911,2017,Alexander,Dexter,All-Freshmen Team,UP NOT APPLICABLE
1912,2017,Edward,Kizza,All-Freshmen Team,UP NOT APPLICABLE
1913,2017,Tajon,Buchanan,All-Freshmen Team,Syracuse University
1914,2017,Joe,Bell,All-Freshmen Team,VA NOT APPLICABLE
1915,2017,Omir,Fernandez,All-Freshmen Team,Wake Forest University
1916,2017,Brandon,Servania,All-Freshmen Team,Wake Forest University
1917,2006,Matt,Wideman,First Team,SMU
1918,2006,Mynor,Gonzalez,First Team,SMU
1919,2006,Jay,Needham,First Team,SMU
1920,2006,Bruno,Guarda,First Team,SMU
1921,2006,Chase,Wileman,First Team,SMU
1922,2006,Adrian,Chevannes,Second Team,SMU
1923,2006,Ryan,Mirsky,Third Team,SMU
1924,2007,Adrian,Chevannes,First Team,SMU
1925,2007,Bruno,Guarda,First Team,SMU
1926,2007,Ben,Shuleva,First Team,SMU
1927,2007,Ryan,Mirsky,Second Team,SMU
1928,2007,Dane,Saintus,Second Team,SMU
1929,2007,Steve,Sandbo,Third Team,SMU
1930,2007,Scott,Corbin,Third Team,SMU
1931,2007,Jeff,Harwell,Third Team,SMU
1932,2008,Leone,Cruz,Second Team,SMU
1933,2008,Jeff,Harwell,Second Team,SMU
1934,2008,Kekoa,Osorio,Second Team,SMU
1935,2008,Paulo,Silva,Second Team,SMU
1936,2009,Dane,Saintus,First Team,SMU
1937,2009,Payton,Hickey,Second Team,SMU
1938,2009,Ian,Kalis,Third Team,SMU
1939,2009,Kekoa,Osorio,Third Team,SMU
1940,2010,Arthur,Ivo,First Team,SMU
1941,2010,Leone,Cruz,Second Team,SMU
1942,2010,Kekoa,Osorio,Second Team,SMU
1943,2010,Josue,Soto,Second Team,SMU
1944,2010,Juan,Castillo,Second Team,SMU
1945,2011,Arthur,Ivo,First Team,SMU
1946,2011,T.J.,Nelson,Second Team,SMU
1947,2011,Juan,Castillo,Second Team,SMU
1948,2012,Jaime,Ibarra,First Team,SMU
1949,2012,Damian,Rosales,Second Team,SMU
1950,2012,Aaron,Simmons,Second Team,SMU
1951,2012,T.J.,Nelson,Second Team,SMU
1952,2012,Tyler,Engel,Second Team,SMU
1953,2012,Andrew,Morales,Third Team,SMU
1954,2013,Romario,Williams,First Team,UCF NOT APPLICABLE
1955,2013,Adria,Beso,First Team,UConn NOT APPLICABLE
1956,2013,Andre,Blake,First Team,UConn NOT APPLICABLE
1957,2013,Sergio,Campbell,First Team,UConn NOT APPLICABLE
1958,2013,Cyle,Larin,First Team,UConn NOT APPLICABLE
1959,2013,Marlon,Hairston,First Team,Louisville NOT APPLICABLE
1960,2013,Jimmy,Ockford,First Team,Louisville NOT APPLICABLE
1961,2013,Ricardo,Velazco,First Team,Louisville NOT APPLICABLE
1962,2013,Mark,Sherrod,First Team,Memphis NOT APPLICABLE
1963,2013,Mael,Corboz,First Team,Rutgers NOT APPLICABLE
1964,2013,Ben,Sweat,First Team,USF NOT APPLICABLE
1965,2013,Steven,Lamberta,Second Team,UCF NOT APPLICABLE
1966,2013,George,Fochive,Second Team,UConn NOT APPLICABLE
1967,2013,Mamadou,Doudou Diouf,Second Team,UConn NOT APPLICABLE
1968,2013,Andrew,Brody,Second Team,Louisville NOT APPLICABLE
1969,2013,Michael,DeGraffenreidt,Second Team,Louisville NOT APPLICABLE
1970,2013,Liam,Collins,Second Team,Memphis NOT APPLICABLE
1971,2013,David,Greczek,Second Team,Rutgers NOT APPLICABLE
1972,2013,Samuel,Hosseini,Second Team,USF NOT APPLICABLE
1973,2013,Lindo,Mfeka,Second Team,USF NOT APPLICABLE
1974,2013,Jared,Martinelli,Second Team,Temple NOT APPLICABLE
1975,2013,Robert,Sagel,Second Team,Temple NOT APPLICABLE
1976,2013,Fernando,Laverde,All-Rookie Team,UCF NOT APPLICABLE
1977,2013,Kwame,Awuah,All-Rookie Team,UConn NOT APPLICABLE
1978,2013,Cyle,Larin,All-Rookie Team,UConn NOT APPLICABLE
1979,2013,Andrew,Brody,All-Rookie Team,Louisville NOT APPLICABLE
1980,2013,Michael,DeGraffenreidt,All-Rookie Team,Louisville NOT APPLICABLE
1981,2013,Raul,Gonzalez,All-Rookie Team,Memphis NOT APPLICABLE
1982,2013,David,Greczek,All-Rookie Team,Rutgers NOT APPLICABLE
1983,2013,Erik,Sa,All-Rookie Team,Rutgers NOT APPLICABLE
1984,2013,Lindo,Mfeka,All-Rookie Team,USF NOT APPLICABLE
1985,2013,Deshawon,Nembhard,All-Rookie Team,SMU
1986,2013,Robert,Sagel,All-Rookie Team,Temple NOT APPLICABLE
1987,2014,Romario,Williams,First Team,UCF NOT APPLICABLE
1988,2014,John,Manga,First Team,Cincinnati NOT APPLICABLE
1989,2014,Adria,Beso Marco,First Team,UConn NOT APPLICABLE
1990,2014,Sergio,Campbell,First Team,UConn NOT APPLICABLE
1991,2014,Cyle,Larin,First Team,So NOT APPLICABLE
1992,2014,Lucas,Baldin,First Team,USF NOT APPLICABLE
1993,2014,Wesley,Charpie,First Team,USF NOT APPLICABLE
1994,2014,Lindo,Mfeka,First Team,USF NOT APPLICABLE
1995,2014,Spasoje,Stefanovic,First Team,USF NOT APPLICABLE
1996,2014,John,Lujano,First Team,SMU
1997,2014,Michael,Nelson,First Team,SMU
1998,2014,Bradley,Bourgeois,First Team,Tulsa NOT APPLICABLE
1999,2014,Jakob,Nerwinski,Second Team,UConn NOT APPLICABLE
2000,2014,Edwin,Moalosi,Second Team,USF NOT APPLICABLE
2001,2014,Idrissa,Camara,Second Team,SMU
2002,2014,Mauro,Cichero,Second Team,SMU
2003,2014,Damian,Rosales,Second Team,SMU
2004,2014,Jared,Martinelli,Second Team,Temple NOT APPLICABLE
2005,2014,Robert,Sagel,Second Team,Temple NOT APPLICABLE
2006,2014,Dan,Scheck,Second Team,Temple NOT APPLICABLE
2007,2014,Akeil,Barrett,Second Team,Tulsa NOT APPLICABLE
2008,2014,Abe,Matamoros,Second Team,Tulsa NOT APPLICABLE
2009,2014,Ray,Saari,Second Team,Tulsa NOT APPLICABLE
2010,2014,Walker,Dawkins,All-Rookie Team,UCF NOT APPLICABLE
2011,2014,Vebjorn,Krovel,All-Rookie Team,Cincinnati NOT APPLICABLE
2012,2014,Elliott,Ackroyd,All-Rookie Team,UConn NOT APPLICABLE
2013,2014,Cheikh,Stephane Coly,All-Rookie Team,UConn NOT APPLICABLE
2014,2014,Dylan,Greenberg,All-Rookie Team,UConn NOT APPLICABLE
2015,2014,Hector,Cantele,All-Rookie Team,Memphis NOT APPLICABLE
2016,2014,Eduardo,Maceira,All-Rookie Team,USF NOT APPLICABLE
2017,2014,Jordan,Cano,All-Rookie Team,SMU
2018,2014,Mauro,Cichero,All-Rookie Team,SMU
2019,2014,Michael,Nelson,All-Rookie Team,SMU
2020,2014,Jared,Rice,All-Rookie Team,SMU
2021,2014,Felipe,Liborio,All-Rookie Team,Temple NOT APPLICABLE
2022,2014,Geoff,Dee,All-Rookie Team,Tulsa NOT APPLICABLE
2023,2014,Aymar,Sigue,All-Rookie Team,Tulsa NOT APPLICABLE
2024,2015,Hadji,Barry,First Team,UCF NOT APPLICABLE
2025,2015,Kwame,Awuah,First Team,UConn NOT APPLICABLE
2026,2015,Jake,Nerwinski,First Team,UConn NOT APPLICABLE
2027,2015,Raul,Gonzalez,First Team,Memphis NOT APPLICABLE
2028,2015,Nazeem,Bartman,First Team,USF NOT APPLICABLE
2029,2015,Brendan,Hines-Ike,First Team,USF NOT APPLICABLE
2030,2015,Lindo,Mfeka,First Team,USF NOT APPLICABLE
2031,2015,Mauro,Cichero,First Team,SMU
2032,2015,John,Lujano,First Team,SMU
2033,2015,Michael,Nelson,First Team,SMU
2034,2015,Bradley,Bourgeois,First Team,Tulsa NOT APPLICABLE
2035,2015,Emmanuel,Appiah,Second Team,Cincinnati NOT APPLICABLE
2036,2015,Alejandro,Garcia,Second Team,Cincinnati NOT APPLICABLE
2037,2015,John,Manga,Second Team,Cincinnati NOT APPLICABLE
2038,2015,Abdou,Mbacke Thiam,Second Team,UConn NOT APPLICABLE
2039,2015,Marcus,Epps,Second Team,USF NOT APPLICABLE
2040,2015,Spasoje,Stefanovic,Second Team,USF NOT APPLICABLE
2041,2015,Jordan,Cano,Second Team,SMU
2042,2015,Carlos,Moros Gracia,Second Team,Temple NOT APPLICABLE
2043,2015,Jorge,Gomez Sanchez,Second Team,Temple NOT APPLICABLE
2044,2015,Geoffrey,Dee,Second Team,Tulsa NOT APPLICABLE
2045,2015,Jake,McGuire,Second Team,Tulsa NOT APPLICABLE
2046,2015,Juan,Sebastian Sanchez,Second Team,Tulsa NOT APPLICABLE
2047,2015,Jakov,Basic,All-Rookie Team,UCF NOT APPLICABLE
2048,2015,Adam,Wilson,All-Rookie Team,Cincinnati NOT APPLICABLE
2049,2015,Abdou,Mbacke Thiam,All-Rookie Team,UConn NOT APPLICABLE
2050,2015,Simen,Olafsen,All-Rookie Team,UConn NOT APPLICABLE
2051,2015,Mason,Morise,All-Rookie Team,Memphis NOT APPLICABLE
2052,2015,Prosper,Figbe,All-Rookie Team,USF NOT APPLICABLE
2053,2015,Christian,Boorom,All-Rookie Team,SMU
2054,2015,Emil,Cuello,All-Rookie Team,SMU
2055,2015,Caleb,Smith,All-Rookie Team,SMU
2056,2015,Belal,Mohamed,All-Rookie Team,Temple NOT APPLICABLE
2057,2015,Lesley,Nchanji,All-Rookie Team,Tulsa NOT APPLICABLE
2058,2015,Juan,Sebastian Sanchez,All-Rookie Team,Tulsa NOT APPLICABLE
2059,2016,Matias,Pyysalo,First Team,UCF NOT APPLICABLE
2060,2016,Adam,Wilson,First Team,So NOT APPLICABLE
2061,2016,Kwame,Awuah,First Team,UConn NOT APPLICABLE
2062,2016,Abdou,Mbacke Thiam,First Team,UConn NOT APPLICABLE
2063,2016,Jake,Nerwinski,First Team,UConn NOT APPLICABLE
2064,2016,Nazeem,Bartman,First Team,USF NOT APPLICABLE
2065,2016,Prosper,Figbe,First Team,USF NOT APPLICABLE
2066,2016,Lindo,Mfeka,First Team,USF NOT APPLICABLE
2067,2016,Spasoje,Stefanovic,First Team,USF NOT APPLICABLE
2068,2016,Jorge,Gomez Sanchez,First Team,Temple NOT APPLICABLE
2069,2016,Carlos,Moros Gracia,First Team,Temple NOT APPLICABLE
2070,2016,Patrick,Nielsen,Second Team,Cincinnati NOT APPLICABLE
2071,2016,Simen,Olafsen,Second Team,UConn NOT APPLICABLE
2072,2016,Raul,Gonzalez,Second Team,Memphis NOT APPLICABLE
2073,2016,Joonas,Jokinen,Second Team,Temple NOT APPLICABLE
2074,2016,Melvin,Becket,Second Team,USF NOT APPLICABLE
2075,2016,Jordan,Cano,Second Team,SMU
2076,2016,Mauro,Cichero,Second Team,SMU
2077,2016,Jake,McGuire,Second Team,Tulsa NOT APPLICABLE
2078,2016,Matt,Puig,Second Team,Tulsa NOT APPLICABLE
2079,2016,Ray,Saari,Second Team,Tulsa NOT APPLICABLE
2080,2016,Zack,Stavrou,Second Team,Tulsa NOT APPLICABLE
2081,2016,Brian,Jamba,All-Rookie Team,UCF NOT APPLICABLE
2082,2016,Ryan,Melink,All-Rookie Team,Cincinnati NOT APPLICABLE
2083,2016,Patrick,Nielsen,All-Rookie Team,Cincinnati NOT APPLICABLE
2084,2016,David,Sanz,All-Rookie Team,Cincinnati NOT APPLICABLE
2085,2016,Niko,Petridis,All-Rookie Team,UConn NOT APPLICABLE
2086,2016,Munir,Saleh,All-Rookie Team,UConn NOT APPLICABLE
2087,2016,Jackson,Morse,All-Rookie Team,Memphis NOT APPLICABLE
2088,2016,Garrett,McLaughlin,All-Rookie Team,SMU
2089,2016,Albert,Moreno,All-Rookie Team,Temple NOT APPLICABLE
2090,2016,Alejandro,Chavez,All-Rookie Team,Tulsa NOT APPLICABLE
2091,2016,Matt,Puig,All-Rookie Team,Tulsa NOT APPLICABLE
2092,2017,Cal,Jennings,First Team,UCF NOT APPLICABLE
2093,2017,Matias,Pyysalo,First Team,UCF NOT APPLICABLE
2094,2017,Yoni,Sorokin,First Team,UCF NOT APPLICABLE
2095,2017,Jacob,Hauser-Ramsey,First Team,UConn NOT APPLICABLE
2096,2017,Abdou,Mbacke Thiam,First Team,UConn NOT APPLICABLE
2097,2017,Adrian,Billhardt,First Team,USF NOT APPLICABLE
2098,2017,Ricardo,Gomez,First Team,USF NOT APPLICABLE
2099,2017,Jordan,Cano,First Team,SMU
