id,Roster_Year,First_Name,Last_Name,Accolade,College
2100,2017,Mauro,Cichero,First Team,SMU
2101,2017,Garrett,McLaughlin,First Team,SMU
2102,2017,Michael,Nelson,First Team,SMU
2103,2017,Divin,Fula Luzolo,First Team,Temple NOT APPLICABLE
2104,2017,Hattabiou,Barry,Second Team,UCF NOT APPLICABLE
2105,2017,Louis,Perez,Second Team,UCF NOT APPLICABLE
2106,2017,Andreas,Steineger,Second Team,UCF NOT APPLICABLE
2107,2017,David,Sanz,Second Team,Cincinnati NOT APPLICABLE
2108,2017,Dylan,Greenberg,Second Team,UConn NOT APPLICABLE
2109,2017,Scott,Levene,Second Team,UConn NOT APPLICABLE
2110,2017,Ben,Roberts,Second Team,Memphis NOT APPLICABLE
2111,2017,David,Zalzman,Second Team,Memphis NOT APPLICABLE
2112,2017,Jared,Rice,Second Team,SMU
2113,2017,Alan,Camacho Soto,Second Team,Temple NOT APPLICABLE
2114,2017,Thibault,Candia,Second Team,Temple NOT APPLICABLE
2115,2017,Rollie,Rocha,Second Team,Tulsa NOT APPLICABLE
2116,2017,Hattabiou,Barry,All-Rookie Team,UCF NOT APPLICABLE
2117,2017,Louis,Perez,All-Rookie Team,UCF NOT APPLICABLE
2118,2017,Yoni,Sorokin,All-Rookie Team,UCF NOT APPLICABLE
2119,2017,Josh,Burnett,All-Rookie Team,UConn NOT APPLICABLE
2120,2017,Blaise,N'Gague,All-Rookie Team,UConn NOT APPLICABLE
2121,2017,Adrian,Billhardt,All-Rookie Team,USF NOT APPLICABLE
2122,2017,Josue,Monge,All-Rookie Team,USF NOT APPLICABLE
2123,2017,Talen,Maples,All-Rookie Team,SMU
2124,2017,Alan,Camacho Soto,All-Rookie Team,Temple NOT APPLICABLE
2125,2017,Darri,Sigthorsson,All-Rookie Team,Temple NOT APPLICABLE
2126,2017,Joe,Ruiz,All-Rookie Team,Tulsa NOT APPLICABLE
2127,2017,Alvaro,Navarro,First Team,UD NOT APPLICABLE
2128,2017,Rok,Taneski,First Team,UD NOT APPLICABLE
2129,2017,Matthew,Lewis,First Team,FOR NOT APPLICABLE
2130,2017,Jannik,Loebe,First Team,FOR NOT APPLICABLE
2131,2017,Janos,Loebe,First Team,For NOT APPLICABLE
2132,2017,Rashid,Nuhu,First Team,FOR NOT APPLICABLE
2133,2017,Christian,Lawal,First Team,GW NOT APPLICABLE
2134,2017,Alex,DeSantis,First Team,UM NOT APPLICABLE
2135,2017,Davis,Smith,First Team,UM NOT APPLICABLE
2136,2017,Lennart,Hein,First Team,SLU NOT APPLICABLE
2137,2017,Rafael,Andrade Santos,First Team,VCU NOT APPLICABLE
2138,2017,James,Haupt,Second Team,UD NOT APPLICABLE
2139,2017,Joergen,Oland,Second Team,FOR NOT APPLICABLE
2140,2017,Henning,Dirks,Second Team,MASON NOT APPLICABLE
2141,2017,Konrad,Gorich,Second Team,UM NOT APPLICABLE
2142,2017,Brandon,Merklin,Second Team,UM NOT APPLICABLE
2143,2017,Chae,Brangman,Second Team,URI NOT APPLICABLE
2144,2017,Peder,Kristiansen,Second Team,URI NOT APPLICABLE
2145,2017,Nils,Leifhelm,Second Team,URI NOT APPLICABLE
2146,2017,Dominik,Richter,Second Team,URI NOT APPLICABLE
2147,2017,Francesco,Amorosino,Second Team,VCU NOT APPLICABLE
2148,2017,Luc,Fatton,Second Team,VCU NOT APPLICABLE
2149,2016,Maxi,Pragnell,First Team,Davidson College
2150,2016,Kennedy,Nwabia,First Team,UD NOT APPLICABLE
2151,2016,Janos,Loebe,First Team,FOR NOT APPLICABLE
2152,2016,Luc,Fatton,First Team,VCU NOT APPLICABLE
2153,2016,Jannik,Loebe,First Team,FOR NOT APPLICABLE
2154,2016,Garrett,Heine,First Team,GW NOT APPLICABLE
2155,2016,Rafael,Andrade Santos,First Team,VCU NOT APPLICABLE
2156,2016,Lalas,Abubakar,First Team,UD NOT APPLICABLE
2157,2016,Colman,Kennedy,First Team,LAS NOT APPLICABLE
2158,2016,Dakota,Barnathan,First Team,VCU NOT APPLICABLE
2159,2016,Jorge,Becerra,First Team,UM NOT APPLICABLE
2160,2016,Matt,Robinson,Second Team,LAS NOT APPLICABLE
2161,2016,Joe,Saad,Second Team,SLU NOT APPLICABLE
2162,2016,Jorge,Herranz,Second Team,VCU NOT APPLICABLE
2163,2016,Stavros,Zarokostas,Second Team,URI NOT APPLICABLE
2164,2016,Matt,Crawford,Second Team,SJU NOT APPLICABLE
2165,2016,Bliss,Harris,Second Team,SJU NOT APPLICABLE
2166,2016,Max,Karcher,Second Team,SLU NOT APPLICABLE
2167,2016,Matthew,Lewis,Second Team,FOR NOT APPLICABLE
2168,2016,Tobi,Adewole,Second Team,GW NOT APPLICABLE
2169,2016,Joss,Jess,Second Team,UM NOT APPLICABLE
2170,2016,Rashid,Nuhu,Second Team,FOR NOT APPLICABLE
2171,2015,Maik,Schoonderwoerd,First Team,UD NOT APPLICABLE
2172,2015,James,Haupt,First Team,UD NOT APPLICABLE
2173,2015,Colin,Phillips,First Team,DUQ NOT APPLICABLE
2174,2015,Janos,Loebe,First Team,FOR NOT APPLICABLE
2175,2015,Amass,Amankona,First Team,UD NOT APPLICABLE
2176,2015,Garrett,Heine,First Team,GW NOT APPLICABLE
2177,2015,Ryan,Oakley,First Team,URI NOT APPLICABLE
2178,2015,Dennis,Castillo,First Team,VCU NOT APPLICABLE
2179,2015,Lalas,Abubakar,First Team,UD NOT APPLICABLE
2180,2015,Tyler,David,First Team,SLU NOT APPLICABLE
2181,2015,Nils,Leifhelm,First Team,URI NOT APPLICABLE
2182,2015,Andrew,Connors,Second Team,LAS NOT APPLICABLE
2183,2015,Henning,Dirks,Second Team,MASON NOT APPLICABLE
2184,2015,Christian,Lawal,Second Team,GW NOT APPLICABLE
2185,2015,Vince,Cicciarelli,Second Team,SLU NOT APPLICABLE
2186,2015,Kissima,Bojang,Second Team,UD NOT APPLICABLE
2187,2015,Jannik,Loebe,Second Team,FOR NOT APPLICABLE
2188,2015,Rafael,Andrade Santos,Second Team,VCU NOT APPLICABLE
2189,2015,Matthew,Lewis,Second Team,FOR NOT APPLICABLE
2190,2015,Tobi,Adewole,Second Team,GW NOT APPLICABLE
2191,2015,Filip,Pavisic,Second Team,SLU NOT APPLICABLE
2192,2015,Jack,Lopez,Second Team,GW NOT APPLICABLE
2193,2014,Andres,Penfold,First Team,FOR NOT APPLICABLE
2194,2014,Timi,Mulgrew,First Team,MASON NOT APPLICABLE
2195,2014,Matt,Sykes,First Team,URI NOT APPLICABLE
2196,2014,Robert,Kristo,First Team,SLU NOT APPLICABLE
2197,2014,Alan,Reiter,First Team,Davidson College
2198,2014,Amass,Amankona,First Team,UD NOT APPLICABLE
2199,2014,David,Graydon,First Team,SLU NOT APPLICABLE
2200,2014,Matt,Keys,First Team,UM NOT APPLICABLE
2201,2014,Anthony,Manning,First Team,SLU NOT APPLICABLE
2202,2014,Dennis,Castillo,First Team,VCU NOT APPLICABLE
2203,2014,Nils,Leifhelm,First Team,URI NOT APPLICABLE
2204,2014,Kadeem,Pantophlet,Second Team,DUQ NOT APPLICABLE
2205,2014,Joe,Farrell,Second Team,LAS NOT APPLICABLE
2206,2014,Kharlton,Belmar,Second Team,VCU NOT APPLICABLE
2207,2014,Shane,Macnamara,Second Team,Davidson College
2208,2014,Aleksandar,Mastilovic,Second Team,FOR NOT APPLICABLE
2209,2014,Raymond,Lee,Second Team,SLU NOT APPLICABLE
2210,2014,Mario,Herrera Meraz,Second Team,VCU NOT APPLICABLE
2211,2014,Falko,Friedrichs,Second Team,URI NOT APPLICABLE
2212,2014,Tyler,David,Second Team,SLU NOT APPLICABLE
2213,2014,Juan,Fajardo Ortiz,Second Team,VCU NOT APPLICABLE
2214,2014,Matt,Pacifici,Second Team,Davidson College
2215,2013,Emmet,O'Connor,First Team,SBU NOT APPLICABLE
2216,2013,Robert,Kristo,First Team,SLU NOT APPLICABLE
2217,2013,Kharlton,Belmar,First Team,VCU NOT APPLICABLE
2218,2013,Abe,Keller,First Team,UD NOT APPLICABLE
2219,2013,Jason,Plumhoff,First Team,LAS NOT APPLICABLE
2220,2013,Alex,Sweetin,First Team,SLU NOT APPLICABLE
2221,2013,Romena,Bowie,First Team,VCU NOT APPLICABLE
2222,2013,Taylor,Washington,First Team,GMU NOT APPLICABLE
2223,2013,Anthony,Manning,First Team,SLU NOT APPLICABLE
2224,2013,Dennis,Castillo,First Team,VCU NOT APPLICABLE
2225,2013,John,McCarthy,First Team,LAS NOT APPLICABLE
2226,2013,Greg,Enstone,Second Team,UD NOT APPLICABLE
2227,2013,Kingsley,Bryce,Second Team,SLU NOT APPLICABLE
2228,2013,Devon,Fischer,Second Team,VCU NOT APPLICABLE
2229,2013,Alex,Herrera,Second Team,GMU NOT APPLICABLE
2230,2013,Matt,Sykes,Second Team,URI NOT APPLICABLE
2231,2013,Brad,Vanino,Second Team,SBU NOT APPLICABLE
2232,2013,David,Graydon,Second Team,SLU NOT APPLICABLE
2233,2013,Zak,Haapaoja,Second Team,GMU NOT APPLICABLE
2234,2013,Tyler,David,Second Team,SLU NOT APPLICABLE
2235,2013,Juan,Monge Solano,Second Team,VCU NOT APPLICABLE
2236,2013,Steffen,Kraus,Second Team,GMU NOT APPLICABLE
2237,2012,Robbie,Kristo,First Team,SLU NOT APPLICABLE
2238,2012,Jason,Johnson,First Team,VCU NOT APPLICABLE
2239,2012,Luke,Spencer,First Team,XU NOT APPLICABLE
2240,2012,Tyler,Gibson,First Team,CHA NOT APPLICABLE
2241,2012,Donnie,Smith,First Team,CHA NOT APPLICABLE
2242,2012,Romena,Bowie,First Team,VCU NOT APPLICABLE
2243,2012,Matt,Walker,First Team,XU NOT APPLICABLE
2244,2012,Thomas,Allen,First Team,CHA NOT APPLICABLE
2245,2012,Adam,Clement,First Team,DUQ NOT APPLICABLE
2246,2012,Nick,Hagglund,First Team,XU NOT APPLICABLE
2247,2012,Klay,Davis,First Team,CHA NOT APPLICABLE
2248,2012,Giuseppe,Gentile,Second Team,CHA NOT APPLICABLE
2249,2012,Joshua,Patterson,Second Team,DUQ NOT APPLICABLE
2250,2012,Emmett,O'Connor,Second Team,SBU NOT APPLICABLE
2251,2012,Zach,Steinberger,Second Team,BU NOT APPLICABLE
2252,2012,Alex,Sweetin,Second Team,SLU NOT APPLICABLE
2253,2012,Cody,Califiore,Second Team,TU NOT APPLICABLE
2254,2012,Will,Walker,Second Team,XU NOT APPLICABLE
2255,2012,Anthony,Manning,Second Team,SLU NOT APPLICABLE
2256,2012,Jon,Roeckle,Second Team,SLU NOT APPLICABLE
2257,2012,Dennis,Castillo,Second Team,VCU NOT APPLICABLE
2258,2012,John,McCarthy,Second Team,LAS NOT APPLICABLE
2259,2011,Evan,James,First Team,CHA NOT APPLICABLE
2260,2011,Joshua,Patterson,First Team,DUQ NOT APPLICABLE
2261,2011,Simon,Gomez,First Team,DUQ NOT APPLICABLE
2262,2011,Seth,Rudolph,First Team,GW NOT APPLICABLE
2263,2011,Tyler,Gibson,First Team,CHA NOT APPLICABLE
2264,2011,Nathaniel,Bekoe,First Team,FOR NOT APPLICABLE
2265,2011,Yoni,Berhanu,First Team,GW NOT APPLICABLE
2266,2011,Charles,Rodriguez,First Team,CHA NOT APPLICABLE
2267,2011,Adam,Clement,First Team,DUQ NOT APPLICABLE
2268,2011,Nick,Hagglund,First Team,XU NOT APPLICABLE
2269,2011,Ryan,Meara,First Team,FOR NOT APPLICABLE
2270,2011,Giuseppe,Gentile,Second Team,CHA NOT APPLICABLE
2271,2011,Jason,Plumhoff,Second Team,LAS NOT APPLICABLE
2272,2011,Luke,Spencer,Second Team,XU NOT APPLICABLE
2273,2011,Donnie,Smith,Second Team,CHA NOT APPLICABLE
2274,2011,John,Niyonsaba,Second Team,FOR NOT APPLICABLE
2275,2011,Tim,Richardson,Second Team,FOR NOT APPLICABLE
2276,2011,David,Key,Second Team,UM NOT APPLICABLE
2277,2011,Jack,Pearson,Second Team,UD NOT APPLICABLE
2278,2011,Ryan,Curran,Second Team,FOR NOT APPLICABLE
2279,2011,Mike,Burke,Second Team,GW NOT APPLICABLE
2280,2011,John,McCarthy,Second Team,LAS NOT APPLICABLE
2281,2011,Tyler,Witmer,Honorable Mention,TU NOT APPLICABLE
2282,2011,Jidell,Roach,Honorable Mention,LAS NOT APPLICABLE
2283,2011,Michael,Robson,Honorable Mention,SLU NOT APPLICABLE
2284,2011,Nick,Dundon,Honorable Mention,LAS NOT APPLICABLE
2285,2011,Chad,Vandegriffe,Honorable Mention,SLU NOT APPLICABLE
2286,2010,Ryan,Richter,First Team,LAS NOT APPLICABLE
2287,2010,Charles,Rodriguez,First Team,CHA NOT APPLICABLE
2288,2010,Tyler,Gibson,First Team,CHA NOT APPLICABLE
2289,2010,Andres,Cuero,First Team,CHA NOT APPLICABLE
2290,2010,Donnie,Smith,First Team,CHA NOT APPLICABLE
2291,2010,Simon,Gomez,First Team,DUQ NOT APPLICABLE
2292,2010,Stephan,Lundberg,First Team,DUQ NOT APPLICABLE
2293,2010,Ryan,Meara,First Team,FOR NOT APPLICABLE
2294,2010,Dwayne,Williams,First Team,URI NOT APPLICABLE
2295,2010,Dave,DiNardo,First Team,SBU NOT APPLICABLE
2296,2010,Cody,Calafiore,First Team,TU NOT APPLICABLE
2297,2010,Issac,Cowles,Second Team,CHA NOT APPLICABLE
2298,2010,Jack,Pearson,Second Team,UD NOT APPLICABLE
2299,2010,Tyler,Picard,Second Team,UD NOT APPLICABLE
2300,2010,Tim,Richardson,Second Team,FOR NOT APPLICABLE
2301,2010,Seth,Rudolph,Second Team,GW NOT APPLICABLE
2302,2010,Dan,Korenyi,Second Team,LAS NOT APPLICABLE
2303,2010,Ben,Arikian,Second Team,UM NOT APPLICABLE
2304,2010,Houston,Oldham,Second Team,UR NOT APPLICABLE
2305,2010,Benny,Estes,Second Team,SLU NOT APPLICABLE
2306,2010,Michael,Robson,Second Team,SLU NOT APPLICABLE
2307,2010,Alex,Sweetin,Second Team,SLU NOT APPLICABLE
2308,2009,Ben,Arikian,First Team,UM NOT APPLICABLE
2309,2009,Adam,Gross,First Team,CHA NOT APPLICABLE
2310,2009,Ryan,Handbury,First Team,UD NOT APPLICABLE
2311,2009,Isaac,Kissi,First Team,UD NOT APPLICABLE
2312,2009,Sam,Maheu,First Team,SBU NOT APPLICABLE
2313,2009,Ryan,Meara,First Team,FOR NOT APPLICABLE
2314,2009,J.T.,Noone,First Team,TU NOT APPLICABLE
2315,2009,Tim,Ream,First Team,SLU NOT APPLICABLE
2316,2009,Tim,Richardson,First Team,FOR NOT APPLICABLE
2317,2009,Andy,Stadler,First Team,GW NOT APPLICABLE
2318,2009,Dwayne,Williams,First Team,URI NOT APPLICABLE
2319,2009,Tyler,Bellamy,Second Team,SBU NOT APPLICABLE
2320,2009,Gary,Crooks,Second Team,URI NOT APPLICABLE
2321,2009,Luke,Exley,Second Team,CHA NOT APPLICABLE
2322,2009,Fynn,Glover,Second Team,UR NOT APPLICABLE
2323,2009,Andrew,Henshaw,Second Team,UM NOT APPLICABLE
2324,2009,Evan,James,Second Team,CHA NOT APPLICABLE
2325,2009,Tyler,Picard,Second Team,UD NOT APPLICABLE
2326,2009,Mike,Roach,Second Team,SLU NOT APPLICABLE
2327,2009,Andres,Ruiz,Second Team,URI NOT APPLICABLE
2328,2009,Alex,Torda,Second Team,UD NOT APPLICABLE
2329,2009,Alex,Trujillo,Second Team,DUQ NOT APPLICABLE
2330,2009,Brett,Allen,Honorable Mention,SBU NOT APPLICABLE
2331,2009,Josh,Aranda,Honorable Mention,SLU NOT APPLICABLE
2332,2009,Mike,McTigue,Honorable Mention,FOR NOT APPLICABLE
2333,2009,Jack,Pearson,Honorable Mention,UD NOT APPLICABLE
2334,2009,Erkko,Puranen,Honorable Mention,URI NOT APPLICABLE
2335,2008,Calum,Angus,First Team,SLU NOT APPLICABLE
2336,2008,Ben,Arikian,First Team,UM NOT APPLICABLE
2337,2008,Chris,Brown,First Team,UM NOT APPLICABLE
2338,2008,Florian,DeCamps,First Team,UD NOT APPLICABLE
2339,2008,Mark,DeSantis,First Team,UM NOT APPLICABLE
2340,2008,J.T.,Noone,First Team,TU NOT APPLICABLE
2341,2008,John,Pardini,First Team,FOR NOT APPLICABLE
2342,2008,Kyle,Patterson,First Team,SLU NOT APPLICABLE
2343,2008,Chris,Salvaggione,First Team,CHA NOT APPLICABLE
2344,2008,Zack,Simmons,First Team,UM NOT APPLICABLE
2345,2008,Andy,Stadler,First Team,GW NOT APPLICABLE
2346,2008,Yoni,Berhanu,Second Team,GW NOT APPLICABLE
2347,2008,Brandon,Barklage,Second Team,SLU NOT APPLICABLE
2348,2008,Kedan,Crosby,Second Team,URI NOT APPLICABLE
2349,2008,Mike,DeSantis,Second Team,UM NOT APPLICABLE
2350,2008,Pat,Disbennett,Second Team,SLU NOT APPLICABLE
2351,2008,Stefan,Lundberg,Second Team,DUQ NOT APPLICABLE
2352,2008,Erkko,Puranen,Second Team,URI NOT APPLICABLE
2353,2008,Tim,Ream,Second Team,SLU NOT APPLICABLE
2354,2008,James,Suevo,Second Team,TU NOT APPLICABLE
2355,2008,Alex,Torda,Second Team,UD NOT APPLICABLE
2356,2008,Dwayne,Williams,Second Team,URI NOT APPLICABLE
2357,2008,Tyler,Witmer,Second Team,TU NOT APPLICABLE
2358,2008,Adam,Gross,Honorable Mention,CHA NOT APPLICABLE
2359,2008,Ryan,Handbury,Honorable Mention,UD NOT APPLICABLE
2360,2008,Samuel,Maheu,Honorable Mention,SBU NOT APPLICABLE
2361,2008,Erick,Perez-Segnini,Honorable Mention,GW NOT APPLICABLE
2362,2007,Calum,Angus,First Team,SLU NOT APPLICABLE
2363,2007,Geoffrey,Cameron,First Team,URI NOT APPLICABLE
2364,2007,Adam,Howarth,First Team,URI NOT APPLICABLE
2365,2007,John,Pardini,First Team,FOR NOT APPLICABLE
2366,2007,Kyle,Patterson,First Team,SLU NOT APPLICABLE
2367,2007,Dado,Hamzagic,First Team,SLU NOT APPLICABLE
2368,2007,Chris,Salvaggione,First Team,CHA NOT APPLICABLE
2369,2007,Zack,Simmons,First Team,UM NOT APPLICABLE
2370,2007,Eric,Sweetin,First Team,SLU NOT APPLICABLE
2371,2007,Alex,Torda,First Team,UD NOT APPLICABLE
2372,2007,Lukasz,Tumicz,First Team,URI NOT APPLICABLE
2373,2007,Abimbola,Pedro,Second Team,GW NOT APPLICABLE
2374,2007,Callum,Bissett,Second Team,URI NOT APPLICABLE
2375,2007,Danleigh,Borman,Second Team,URI NOT APPLICABLE
2376,2007,Kenny,Cook,Second Team,UM NOT APPLICABLE
2377,2007,Mike,DeSantis,Second Team,UM NOT APPLICABLE
2378,2007,Travis,MacKenzie,Second Team,DUQ NOT APPLICABLE
2379,2007,Kevin,Meyer,Second Team,FOR NOT APPLICABLE
2380,2007,Tim,Ream,Second Team,SLU NOT APPLICABLE
2381,2007,Eric,Sciocchetti,Second Team,UR NOT APPLICABLE
2382,2007,Andrew,Stadler,Second Team,GW NOT APPLICABLE
2383,2007,Scott,Wisniewski,Second Team,SLU NOT APPLICABLE
2384,2007,Mackenson,Altidor,Honorable Mention,TU NOT APPLICABLE
2385,2007,Zac,Gibbens,Honorable Mention,UD NOT APPLICABLE
2386,2007,Bryan,Hogan,Honorable Mention,UM NOT APPLICABLE
2387,2007,Jeremy,Ortiz,Honorable Mention,LAS NOT APPLICABLE
2388,2007,Rob,Viviano,Honorable Mention,SLU NOT APPLICABLE
2389,2006,Dawid,Bawdecki,First Team,URI NOT APPLICABLE
2390,2006,Kenny,Cook,First Team,UM NOT APPLICABLE
2391,2006,John,DiRaimondo,First Team,SLU NOT APPLICABLE
2392,2006,Jeffrey,Gonsalves,First Team,URI NOT APPLICABLE
2393,2006,Dan,Guffey,First Team,SLU NOT APPLICABLE
2394,2006,Evan,Harding,First Team,CHA NOT APPLICABLE
2395,2006,Travis,MacKenzie,First Team,DUQ NOT APPLICABLE
2396,2006,Jeremy,Ortiz,First Team,LAS NOT APPLICABLE
2397,2006,Kevin,Omokhua,First Team,SBU NOT APPLICABLE
2398,2006,Eric,Sciocchetti,First Team,UR NOT APPLICABLE
2399,2006,Eric,Sweetin,First Team,SLU NOT APPLICABLE
2400,2006,Calum,Angus,Second Team,SLU NOT APPLICABLE
2401,2006,Ryan,Heins,Second Team,TU NOT APPLICABLE
2402,2006,Adam,Howarth,Second Team,URI NOT APPLICABLE
2403,2006,Kevin,Meyer,Second Team,FOR NOT APPLICABLE
2404,2006,Pete,Palomino,Second Team,CHA NOT APPLICABLE
2405,2006,Michael,Rose,Second Team,CHA NOT APPLICABLE
2406,2006,Noah,Salsi,Second Team,DUQ NOT APPLICABLE
2407,2006,Tom,Sochacki,Second Team,DUQ NOT APPLICABLE
2408,2006,Casey,Spiess,Second Team,SLU NOT APPLICABLE
2409,2006,Lukasz,Tumicz,Second Team,URI NOT APPLICABLE
2410,2006,Zach,Varga,Second Team,DUQ NOT APPLICABLE
2411,2006,Geoff,Cameron,Honorable Mention,URI NOT APPLICABLE
2412,2006,Dado,Hamzagic,Honorable Mention,SLU NOT APPLICABLE
2413,2006,Ryan,Handbury,Honorable Mention,UD NOT APPLICABLE
2414,2006,John,Pardini,Honorable Mention,FOR NOT APPLICABLE
2415,2006,Omero,Rozen,Honorable Mention,FOR NOT APPLICABLE
2416,2006,Zack,Simmons,Honorable Mention,UM NOT APPLICABLE
2417,2006,Toni,Skudrzik,Honorable Mention,XU NOT APPLICABLE
2418,2006,John,Michael Hayden,First Team,Indiana NOT APPLICABLE
2419,2007,Eric,Alexander,First Team,Indiana NOT APPLICABLE
2420,2007,Chay,Cain,First Team,Indiana NOT APPLICABLE
2421,2007,Brad,Ring,First Team,Indiana NOT APPLICABLE
2422,2008,Brad,Ring,First Team,Indiana NOT APPLICABLE
2423,2007,Ofori,Sarkodie,First Team,Indiana NOT APPLICABLE
2424,2008,Kevin,Alston,First Team,Indiana NOT APPLICABLE
2425,2009,Will,Bruin,First Team,Indiana NOT APPLICABLE
2426,2010,Will,Bruin,First Team,Indiana NOT APPLICABLE
2427,2010,Andy,Adlard,First Team,Indiana NOT APPLICABLE
2428,2010,Rich,Balchan,First Team,Indiana NOT APPLICABLE
2429,2011,Chris,Estridge,First Team,Indiana NOT APPLICABLE
2430,2011,Nikita,Kotlov,First Team,Indiana NOT APPLICABLE
2431,2011,Tommy,Meyer,First Team,Indiana NOT APPLICABLE
2432,2011,Alec,Purdie,First Team,Indiana NOT APPLICABLE
2433,2011,Eriq,Zavaleta,First Team,Indiana NOT APPLICABLE
2434,2012,Eriq,Zavaleta,First Team,Indiana NOT APPLICABLE
2435,2012,A.J.,Corrado,First Team,Indiana NOT APPLICABLE
2436,2014,Femi,Hollinger-Janzen,First Team,Indiana NOT APPLICABLE
2437,2015,Femi,Hollinger-Janzen,First Team,Indiana NOT APPLICABLE
2438,2014,Tanner,Thompson,First Team,Indiana NOT APPLICABLE
2439,2015,Tanner,Thompson,First Team,Indiana NOT APPLICABLE
2440,2016,Tanner,Thompson,First Team,Indiana NOT APPLICABLE
2441,2015,Grant,Lillard,First Team,Indiana NOT APPLICABLE
2442,2016,Grant,Lillard,First Team,Indiana NOT APPLICABLE
2443,2014,Mael,Corboz,First Team,Maryland NOT APPLICABLE
2444,2015,Mael,Corboz,First Team,Maryland NOT APPLICABLE
2445,2014,Dan,Metzger,First Team,Maryland NOT APPLICABLE
2446,2014,Chris,Odoi-Atsem,First Team,Maryland NOT APPLICABLE
2447,2016,Chris,Odoi-Atsem,First Team,Maryland NOT APPLICABLE
2448,2014,Alex,Shinsky,First Team,Maryland NOT APPLICABLE
2449,2016,Gordon,Wild,First Team,Maryland NOT APPLICABLE
2450,2016,Amar,Sejdic,First Team,Maryland NOT APPLICABLE
2451,2016,Alex,Crognale,First Team,Maryland NOT APPLICABLE
2452,2016,Cody,Niedermeier,First Team,Maryland NOT APPLICABLE
2453,2007,Jake,Stacy,First Team,Michigan NOT APPLICABLE
2454,2008,Jake,Stacy,First Team,Michigan NOT APPLICABLE
2455,2008,Mauro,Fuzetti,First Team,Michigan NOT APPLICABLE
2456,2009,Mauro,Fuzetti,First Team,Michigan NOT APPLICABLE
2457,2008,Michael,Holody,First Team,Michigan NOT APPLICABLE
2458,2008,Peri,Marosevic,First Team,Michigan NOT APPLICABLE
2459,2010,Soony,Saad,First Team,Michigan NOT APPLICABLE
2460,2012,Tyler,Arnone,First Team,Michigan NOT APPLICABLE
2461,2013,Tyler,Arnone,First Team,Michigan NOT APPLICABLE
2462,2014,Colin,McAtee,First Team,Michigan NOT APPLICABLE
2463,2015,Francis,Atuahene,First Team,Michigan NOT APPLICABLE
2464,2016,Francis,Atuahene,First Team,Michigan NOT APPLICABLE
2465,2006,Greg,Janicki,First Team,Michigan State NOT APPLICABLE
2466,2007,Doug,DeMartin,First Team,Michigan State NOT APPLICABLE
2467,2008,Doug,DeMartin,First Team,Michigan State NOT APPLICABLE
2468,2007,Rauwshan,McKenzie,First Team,Michigan State NOT APPLICABLE
2469,2008,Dave,Hertel,First Team,Michigan State NOT APPLICABLE
2470,2008,Avery,Steinlage,First Team,Michigan State NOT APPLICABLE
2471,2009,Avery,Steinlage,First Team,Michigan State NOT APPLICABLE
2472,2008,Zac,Scaffidi,First Team,Michigan State NOT APPLICABLE
2473,2009,Spencer,Thompson,First Team,Michigan State NOT APPLICABLE
2474,2010,Spencer,Thompson,First Team,Michigan State NOT APPLICABLE
2475,2010,Colin,Givens,First Team,Michigan State NOT APPLICABLE
2476,2011,Cyrus,Sadee,First Team,Michigan State NOT APPLICABLE
2477,2012,Adam,Montague,First Team,Michigan State NOT APPLICABLE
2478,2013,Tim,Kreutz,First Team,Michigan State NOT APPLICABLE
2479,2013,Jay,Chapman,First Team,Michigan State NOT APPLICABLE
2480,2014,Jay,Chapman,First Team,Michigan State NOT APPLICABLE
2481,2013,Kevin,Cope,First Team,Michigan State NOT APPLICABLE
2482,2015,Zach,Carroll,First Team,Michigan State NOT APPLICABLE
2483,2016,Ryan,Sierakowski,First Team,Michigan State NOT APPLICABLE
2484,2006,Brad,North,First Team,Northwestern University
2485,2006,David,Roth,First Team,Northwestern University
2486,2007,David,Roth,First Team,Northwestern University
2487,2008,Matt,Eliason,First Team,Northwestern University
2488,2009,Matt,Eliason,First Team,Northwestern University
2489,2009,Mark,Blades,First Team,Northwestern University
2490,2011,Oliver,Kupe,First Team,Northwestern University
2491,2011,Tyler,Miller,First Team,Northwestern University
2492,2012,Tyler,Miller,First Team,Northwestern University
2493,2014,Tyler,Miller,First Team,Northwestern University
2494,2012,Nikko,Boxall,First Team,Northwestern University
2495,2014,Nikko,Boxall,First Team,Northwestern University
2496,2012,Joey,Calistri,First Team,Northwestern University
2497,2013,Joey,Calistri,First Team,Northwestern University
2498,2012,Chris,Ritter,First Team,Northwestern University
2499,2013,Chris,Ritter,First Team,Northwestern University
2500,2006,Xavier,Balc,First Team,Ohio State NOT APPLICABLE
2501,2007,Xavier,Balc,First Team,Ohio State NOT APPLICABLE
2502,2006,Dustin,Kirby,First Team,Ohio State NOT APPLICABLE
2503,2006,Eric,Brunner,First Team,Ohio State NOT APPLICABLE
2504,2007,Eric,Brunner,First Team,Ohio State NOT APPLICABLE
2505,2007,Roger,Espinoza,First Team,Ohio State NOT APPLICABLE
2506,2009,Doug,Verhoff,First Team,Ohio State NOT APPLICABLE
2507,2009,Matt,Gold,First Team,Ohio State NOT APPLICABLE
2508,2010,Matt,Lampson,First Team,Ohio State NOT APPLICABLE
2509,2010,David,Tiemstra,First Team,Ohio State NOT APPLICABLE
2510,2010,Konrad,Warzycha,First Team,Ohio State NOT APPLICABLE
