id,Roster_Year,Number,First_Name,Last_Name,Potential_Starts,GP,GS,Is_Starter,College
2044,2010,4,David,Westlake,17,1,0,N,Columbia University
2045,2011,10,David,Najem,17,16,16,Y,Columbia University
2046,2011,4,David,Westlake,17,3,0,N,Columbia University
2047,2006,4,David,Prentice,19,19,1,N,Furman University
2048,2008,28,David,Madison,19,14,0,N,Georgetown University
2049,2009,5,David,Madison,19,15,0,N,Georgetown University
2050,2012,3,David,Witkoff,26,2,0,N,Georgetown University
2051,2013,3,David,Witkoff,21,4,0,N,Georgetown University
2052,2014,3,David,Witkoff,23,14,0,N,Georgetown University
2053,2015,3,David,Witkoff,21,18,3,N,Georgetown University
2054,2006,3,David,Williams,19,8,2,N,Harvard University
2055,2012,15,David,Barna,17,17,17,Y,Harvard University
2056,2013,15,David,Barna,17,15,6,N,Harvard University
2057,2014,15,David,Barna,17,15,6,N,Harvard University
2058,2006,0,David,LeBar,17,3,0,N,College of the Holy Cross
2059,2007,0,David,LeBar,18,4,1,N,College of the Holy Cross
2060,2008,0,David,LeBar,19,2,0,N,College of the Holy Cross
2061,2006,5,David,May,17,6,0,N,Lafayette College
2062,2006,24,David,Tapsfield,17,5,0,N,Lafayette College
2063,2007,24,David,Tapsfield,20,10,0,N,Lafayette College
2064,2014,0,David,Root,18,1,0,N,Lafayette College
2065,2014,20,David,Zipkin,19,3,3,N,Lehigh University
2066,2015,20,David,Zipkin,22,20,6,N,Lehigh University
2067,2016,17,David,Zipkin,18,18,6,N,Lehigh University
2068,2017,17,David,Zipkin,19,19,19,Y,Lehigh University
2069,2013,5,David,Warburton,17,17,17,Y,Loyola University Maryland
2070,2014,5,David,Warburton,17,17,16,Y,Loyola University Maryland
2071,2015,5,David,Warburton,17,17,5,N,Loyola University Maryland
2072,2016,5,David,Warburton,18,9,0,N,Loyola University Maryland
2073,2017,22,David,Gunter,18,8,1,N,Loyola University Maryland
2074,2009,8,David,Jackson,19,19,12,Y,Naval Academy
2075,2010,8,David,Jackson,16,15,8,Y,Naval Academy
2076,2011,8,David,Jackson,19,19,11,Y,Naval Academy
2077,2012,8,David,Jackson,17,15,14,Y,Naval Academy
2078,2007,13,David,Metcalf,17,12,12,Y,Princeton University
2079,2009,30,David,Dubow,18,3,1,N,Princeton University
2080,2011,12,David,Dubow,17,12,9,Y,Princeton University
2081,2012,12,David,Dubow,16,3,2,N,Princeton University
2082,2009,12,David,Neumann,18,16,14,Y,Syracuse University
2083,2010,12,David,Neumann,17,17,17,Y,Syracuse University
2084,2011,12,David,Neumann,16,10,5,N,Syracuse University
2085,2007,0,David,Sauerhoff,20,1,0,N,Villanova University
2086,2010,1,David,Sauerhoff,19,1,0,N,Villanova University
2087,2016,12,David,Bettenhausen,21,1,0,N,Villanova University
2088,2018,0,David,Paquette,16,3,3,N,Harvard University
2089,2018,23,David,Riccio,19,19,19,Y,Boston University
2090,2018,3,David,Philbin,16,2,0,N,University of Pennsylvania
2091,2018,22,David,Gunter,17,7,0,N,Loyola University Maryland
2092,2018,3,David,Longo,16,16,16,Y,Boston College
2093,2018,12,David,Bettenhausen,17,3,1,N,Villanova University
2094,2018,18,David,Louthan,22,20,20,Y,Air Force Academy
2095,2017,11,Dawson,McCartney,17,17,14,Y,Dartmouth College
2096,2018,7,Dawson,Berger,19,14,12,Y,Lehigh University
2097,2018,11,Dawson,McCartney,17,14,14,Y,Dartmouth College
2098,2015,19,Dean,Bloembergen,17,8,0,N,Brown University
2099,2016,19,Dean,Bloembergen,17,9,0,N,Brown University
2100,2017,32,Dean,Sinatra,19,9,2,N,Wofford College
2101,2018,13,Dean,Sinatra,17,9,2,N,Wofford College
2102,2009,18,Debola,Ogunseye,18,15,15,Y,Furman University
2103,2014,18,Declan,McCabe,23,5,0,N,Georgetown University
2104,2015,18,Declan,McCabe,21,14,0,N,Georgetown University
2105,2016,9,Declan,McCabe,17,11,0,N,Georgetown University
2106,2017,9,Declan,McCabe,20,19,16,Y,Georgetown University
2107,2016,16,Declan,Toomey,18,6,3,N,College of the Holy Cross
2108,2017,16,Declan,Toomey,20,3,0,N,College of the Holy Cross
2109,2017,27,Deco,Costa,17,17,8,N,Army West Point
2110,2018,6,Deigo,Gomera-Tavarez,17,4,3,N,Lafayette College
2111,2011,10,Dennis,Moore,19,14,14,Y,Wofford College
2112,2012,10,Dennis,Moore,21,16,6,N,Wofford College
2113,2013,10,Dennis,Moore,19,15,3,N,Wofford College
2114,2018,31,Dennis,Pyetsukh,17,9,0,N,Brown University
2115,2014,11,Denys,Villatoro,20,8,4,N,Army West Point
2116,2015,22,Denys,Villatoro,18,5,0,N,Army West Point
2117,2016,22,Denys,Villatoro,19,19,18,Y,Army West Point
2118,2017,22,Denys,Villatoro,17,14,13,Y,Army West Point
2119,2015,12,Derek,Lyons,21,16,13,Y,Boston College
2120,2006,6,Derek,Puerta,19,19,18,Y,Boston University
2121,2007,6,Derek,Puerta,20,20,20,Y,Boston University
2122,2010,2,Derek,McCaffrey,17,16,16,Y,Boston University
2123,2011,2,Derek,McCaffrey,18,18,18,Y,Boston University
2124,2012,2,Derek,McCaffrey,18,17,17,Y,Boston University
2125,2007,22,Derek,Stenquist,18,17,6,N,Dartmouth College
2126,2008,22,Derek,Stenquist,19,18,15,Y,Dartmouth College
2127,2009,22,Derek,Stenquist,18,13,7,N,Dartmouth College
2128,2006,0,Derek,Gleason,19,2,1,N,Furman University
2129,2017,25,Derek,Dodson,20,20,7,N,Georgetown University
2130,2012,12,Derek,Vogel,17,15,14,Y,Naval Academy
2131,2013,12,Derek,Vogel,22,22,21,Y,Naval Academy
2132,2014,12,Derek,Vogel,20,19,17,Y,Naval Academy
2133,2015,12,Derek,Vogel,18,15,15,Y,Naval Academy
2134,2016,29,Derek,Waldeck,23,23,16,Y,Stanford University
2135,2017,29,Derek,Waldeck,23,23,4,N,Stanford University
2136,2007,12,Derek,Buckley,21,12,2,N,College of William & Mary
2137,2008,12,Derek,Buckley,21,18,14,Y,College of William & Mary
2138,2009,12,Derek,Buckley,19,9,7,N,College of William & Mary
2139,2010,12,Derek,Buckley,22,21,21,Y,College of William & Mary
2140,2018,9,Derek,Dodson,21,21,17,Y,Georgetown University
2141,2018,19,Derek,Waleffe,17,17,11,Y,Brown University
2142,2018,4,Derek,Waldeck,21,21,21,Y,Stanford University
2143,2018,6,Derin,Kokuuslu,18,14,5,N,College of William & Mary
2144,2013,10,Derrick,Boateng,18,17,15,Y,Boston College
2145,2014,10,Derrick,Boateng,16,10,6,N,Boston College
2146,2006,8,Desmond,Mitchell,19,16,7,N,Harvard University
2147,2007,4,Desmond,Mitchell,18,7,0,N,Harvard University
2148,2008,4,Desmond,Mitchell,18,15,2,N,Harvard University
2149,2009,4,Desmond,Mitchell,19,17,14,Y,Harvard University
2150,2011,24,Devin,Perlee,18,18,14,Y,Army West Point
2151,2012,24,Devin,Perlee,17,15,10,Y,Army West Point
2152,2006,8,Devin,Deane,17,17,15,Y,Colgate University
2153,2013,27,Devin,Pierre,17,1,0,N,Dartmouth College
2154,2015,27,Devin,Pierre,19,2,2,N,Dartmouth College
2155,2016,27,Devin,Pierre,19,5,1,N,Dartmouth College
2156,2012,20,Devin,Devoy,21,16,11,Y,Northeastern University
2157,2013,20,Devin,Devoy,18,15,2,N,Northeastern University
2158,2007,7,Devin,Muntz,17,17,16,Y,Princeton University
2159,2008,7,Devin,Muntz,17,17,17,Y,Princeton University
2160,2009,7,Devin,Muntz,18,18,18,Y,Princeton University
2161,2018,20,Devin,McCarthy,18,13,3,N,College of William & Mary
2162,2015,25,Devon,Orben,22,22,5,N,American University
2163,2009,0,Devon,Bostock,21,1,0,N,Duke University
2164,2010,0,Devon,Bostock,20,1,0,N,Duke University
2165,2016,13,Diego,Gomera-Tavarez,18,14,13,Y,Lafayette College
2166,2017,6,Diego,Gomera-Tavarez,18,18,18,Y,Lafayette College
2167,2013,11,Diego,Medina-Mendez,18,16,12,Y,Boston College
2168,2014,11,Diego,Medina-Mendez,16,15,5,N,Boston College
2169,2010,5,Diego,Garcia,17,7,0,N,Boston University
2170,2007,23,Diego,Castaneda,18,4,0,N,College of the Holy Cross
2171,2010,31,Diego,Terrero,18,1,0,N,College of the Holy Cross
2172,2012,5,Diego,Ceron,17,13,7,N,College of the Holy Cross
2173,2013,5,Diego,Ceron,20,5,3,N,College of the Holy Cross
2174,2014,5,Diego,Ceron,17,17,17,Y,College of the Holy Cross
2175,2015,5,Diego,Ceron,18,18,18,Y,College of the Holy Cross
2176,2010,25,Diego,McQuestion,18,10,7,N,Loyola University Maryland
2177,2011,10,Diego,McQuestion,18,16,15,Y,Loyola University Maryland
2178,2012,10,Diego,McQuestion,20,16,7,N,Loyola University Maryland
2179,2013,10,Diego,McQuestion,17,17,8,N,Loyola University Maryland
2180,2016,7,Diego,Manrique,18,18,18,Y,Naval Academy
2181,2017,7,Diego,Manrique,17,17,16,Y,Naval Academy
2182,2018,6,Diego,Gomera-Tavarez,17,12,12,Y,Lafayette College
2183,2018,7,Diego,Manrique,17,17,12,Y,Naval Academy
2184,2007,23,Dillon,O'Neill,18,5,2,N,Harvard University
2185,2008,23,Dillon,O'Neill,18,18,5,N,Harvard University
2186,2009,23,Dillon,O'Neill,19,1,1,N,Harvard University
2187,2015,8,Dillon,Alexander,22,1,0,N,SMU
2188,2009,22,Dillon,Powers,23,18,4,N,University of Notre Dame
2189,2010,8,Dillon,Powers,20,20,20,Y,University of Notre Dame
2190,2011,5,Dillon,Powers,18,18,18,Y,University of Notre Dame
2191,2012,10,Dillon,Powers,22,22,22,Y,University of Notre Dame
2192,2007,17,Dillon,Chapman,20,3,0,N,Villanova University
2193,2016,31,DJ,Williams,16,10,0,N,SMU
2194,2017,31,DJ,Williams,21,15,0,N,SMU
2195,2017,31,DJ,Williams,21,5,0,N,SMU
2196,2018,15,DJ,Williams,18,18,6,N,SMU
2197,2017,18,Djimon,Johnson,18,14,5,N,Syracuse University
2198,2018,4,Djimon,Johnson,18,17,10,Y,Syracuse University
2199,2014,22,Dolu,Oyewole,17,16,12,Y,Loyola University Maryland
2200,2017,27,Dom,Galletti,18,7,1,N,Northeastern University
2201,2018,27,Dom,Galletti,16,10,0,N,Northeastern University
2202,2006,22,Dominic,Cianciarulo,19,18,16,Y,Furman University
2203,2012,11,Dominic,Marshall,20,20,20,Y,Loyola University Maryland
2204,2013,11,Dominic,Marshall,17,15,15,Y,Loyola University Maryland
2205,2014,11,Dominic,Marshall,17,3,0,N,Loyola University Maryland
2206,2018,30,Dominic,Peters,21,2,1,N,Wake Forest University
2207,2011,9,Dominique,Badji,18,17,17,Y,Boston University
2208,2012,14,Dominique,Badji,18,18,18,Y,Boston University
2209,2013,14,Dominique,Badji,17,16,13,Y,Boston University
2210,2014,14,Dominique,Badji,20,18,16,Y,Boston University
2211,2009,12,Don,Anding,19,19,15,Y,Northeastern University
2212,2010,12,Don,Anding,17,17,15,Y,Northeastern University
2213,2011,12,Don,Anding,19,17,14,Y,Northeastern University
2214,2012,12,Don,Anding,21,21,21,Y,Northeastern University
2215,2008,15,Donnie,Surdoval,19,19,18,Y,Dartmouth College
2216,2009,15,Donnie,Surdoval,18,9,5,N,Dartmouth College
2217,2010,15,Donnie,Surdoval,20,17,8,N,Dartmouth College
2218,2011,4,Donny,Burton,19,5,0,N,Naval Academy
2219,2012,4,Donny,Burton,17,2,0,N,Naval Academy
2220,2013,4,Donny,Burton,22,2,0,N,Naval Academy
2221,2014,4,Donny,Burton,20,4,0,N,Naval Academy
2222,2015,27,Donovan,Perayeff,22,2,2,N,Lehigh University
2223,2012,9,Donovan,Fayd,21,20,20,Y,Northeastern University
2224,2013,9,Donovan,Fayd,18,11,7,N,Northeastern University
2225,2014,8,Donovan,Fayd,20,20,11,Y,Northeastern University
2226,2006,8,Dor,Yasur,19,13,11,Y,American University
2227,2007,8,Dor,Yasur,18,5,2,N,American University
2228,2008,8,Dor,Yasur,19,18,18,Y,American University
2229,2009,8,Dor,Yasur,19,19,18,Y,American University
2230,2007,8,Doug,Jones,18,17,16,Y,Army West Point
2231,2006,1,Doug,Litvack,17,7,7,N,Colgate University
2232,2007,4,Doug,Ferner,20,10,2,N,Duke University
2233,2008,4,Doug,Ferner,20,2,1,N,Duke University
2234,2012,1,Doug,Ryan,19,15,15,Y,Furman University
2235,2006,3,Doug,DeVuono,16,14,0,N,Naval Academy
2236,2007,3,Doug,DeVuono,17,17,11,Y,Naval Academy
2237,2006,9,Doug,Ernst,19,19,19,Y,College of William & Mary
2238,2006,6,Doug,McBride,19,17,17,Y,College of William & Mary
2239,2007,9,Doug,Ernst,21,21,15,Y,College of William & Mary
2240,2007,6,Doug,McBride,21,21,21,Y,College of William & Mary
2241,2008,6,Doug,McBride,21,20,20,Y,College of William & Mary
2242,2014,6,Doyle,Tuvesson,19,19,18,Y,Lehigh University
2243,2015,6,Doyle,Tuvesson,22,22,22,Y,Lehigh University
2244,2016,6,Doyle,Tuvesson,18,18,16,Y,Lehigh University
2245,2017,6,Doyle,Tuvesson,19,18,18,Y,Lehigh University
2246,2016,31,Dredon,Kelly,19,19,19,Y,Wofford College
2247,2017,17,Dredon,Kelly,19,16,12,Y,Wofford College
2248,2018,17,Dredon,Kelly,17,17,17,Y,Wofford College
2249,2011,28,Drew,Lind,18,2,0,N,Boston University
2250,2017,18,Drew,Krueger,17,7,2,N,Davidson College
2251,2017,28,Drew,Mostoller,20,13,3,N,Furman University
2252,2008,0,Drew,Kotler,23,1,1,N,Northwestern University
2253,2008,4,Drew,Ratner,23,22,22,Y,Northwestern University
2254,2008,21,Drew,Pavlovich,23,10,0,N,Northwestern University
2255,2009,21,Drew,Pavlovich,20,18,17,Y,Northwestern University
2256,2009,0,Drew,Kotler,20,2,2,N,Northwestern University
